prec_id,Elaine Marshall,Richard Burr,Michael Beitler,Write-in
wayne_12,258,258,7,0
wayne_13,278,143,6,1
wayne_14,138,577,10,0
wayne_15,124,466,7,0
wayne_16,187,342,9,0
wayne_17,198,12,5,0
wayne_18,203,53,1,0
wayne_19,332,19,3,0
wayne_20,269,30,5,0
wayne_21,221,164,2,0
wayne_22,164,175,4,0
wayne_23,153,234,6,1
wayne_24,144,683,8,0
wayne_25,157,379,10,0
wayne_26,268,243,5,0
wayne_27,304,85,3,0
wayne_28,233,431,15,0
wayne_29,260,123,6,0
wayne_30,201,87,5,0
wayne_UNIVERSAL,0,0,0,0
wilkes_101,80,172,4,1
wilkes_102,149,273,14,0
wilkes_103,56,163,9,0
wilkes_104,128,323,15,0
wilkes_105,109,273,13,0
wilkes_106,104,213,19,0
wilkes_107,203,753,18,0
wilkes_108,163,227,11,0
wilkes_109,100,154,10,0
wilkes_110,40,82,2,0
wilkes_111,140,395,20,0
wilkes_112,131,477,30,0
wilkes_113,177,332,12,0
wilkes_114,52,165,7,0
wilkes_115A,185,737,49,0
wilkes_117,105,272,10,0
wilkes_118,254,288,22,0
wilkes_119,223,642,29,0
wilkes_120,122,395,25,0
wilkes_121,149,362,22,0
wilkes_122,31,309,6,0
wilkes_123,70,194,12,0
wilkes_124,86,303,12,1
wilkes_125,56,186,14,1
wilkes_126,63,185,9,0
wilkes_127,198,366,19,1
wilkes_128,268,574,33,1
wilkes_129,172,513,15,0
wilson_PRBL,381,860,24,1
wilson_PRCR,413,678,17,0
wilson_PRGA,636,516,26,0
wilson_PROL,564,1143,30,0
wilson_PRSA,323,234,3,1
wilson_PRSP,332,539,16,0
wilson_PRST,369,298,11,0
wilson_PRTA,1169,1723,29,1
wilson_PRTO,884,903,30,0
wilson_PRWA,329,60,9,0
wilson_PRWB,434,26,4,0
wilson_PRWC,626,85,5,0
wilson_PRWD,319,667,12,0
wilson_PRWE,458,191,9,0
wilson_PRWH,435,13,1,0
wilson_PRWI,560,255,7,0
wilson_PRWJ,838,739,27,0
wilson_PRWK,359,672,13,0
wilson_PRWL,558,755,17,0
wilson_PRWM,992,1068,20,0
wilson_PRWN,1050,56,7,0
wilson_PRWP,332,645,11,0
wilson_PRWQ,329,5,0,0
wilson_PRWR,699,53,7,0
wilson_CURBSIDE,30,18,6,0
yadkin_BNVL,266,863,22,0
yadkin_DCRK,129,512,17,0
yadkin_EBND,198,671,17,0
yadkin_FBSH,212,1022,29,0
yadkin_NBCK,109,484,9,1
yadkin_NFAL,83,370,10,0
yadkin_NKNB,265,796,41,0
yadkin_NLIB,277,939,29,0
yadkin_SBCK,82,237,16,1
yadkin_SFAL,106,573,17,0
yadkin_SKNB,71,428,15,0
yadkin_SLIB,159,691,22,0
yancey_01 BUR,983,1222,40,2
yancey_02 CAN,355,452,17,1
yancey_03 EGY,139,175,6,0
yancey_04 RAM,95,126,8,0
yancey_05 GRE,174,151,4,0
yancey_06 JAC,454,402,17,0
yancey_07 BRU,134,117,6,0
yancey_08 CRA,671,947,48,1
yancey_09 SOU,552,559,22,0
yancey_10 PEN,117,200,6,0
yancey_11 PRI,265,504,16,0
