prec_id,Deborah K. Ross,Richard Burr,Sean Haugh
wilson_PRWI,234,134,7
wilson_PRWB,222,16,3
wilson_PRWC,304,34,2
wilson_PRWA,174,40,7
wilson_ABSENTEE,453,667,29
wilson_PRGA,251,390,23
wilson_PRWH,232,7,3
wilson_PRWR,277,22,5
wilson_PRWP,143,261,9
wilson_PRBL,183,587,30
wilson_PRWD,127,283,11
wilson_PRWK,104,248,8
wilson_PRCR,215,507,27
wilson_PRSA,165,257,7
wilson_PRWL,218,334,12
wilson_PRSP,154,513,26
wilson_PRWJ,329,236,26
wilson_PROL,216,683,26
wilson_PRTA,428,619,34
wilson_PRST,211,230,16
wilson_PRWM,388,319,30
washington_P1,163,53,7
washington_SK,132,203,8
washington_ABSENTEE,75,47,1
washington_P2,162,54,3
washington_P3,234,262,14
washington_LM,332,145,12
washington_SC,198,316,18
warren_5,662,170,11
warren_12,177,394,22
warren_4,377,197,10
warren_7,410,143,12
warren_10,996,272,12
warren_2,250,351,17
warren_3,419,274,14
warren_13,236,194,9
warren_11,184,85,2
warren_14,751,231,17
warren_6,585,232,11
warren_1,303,444,26
warren_8,770,109,10
warren_9,216,162,8
wilkes_121,104,510,35
wilkes_OS MULBERRY,166,817,42
wilkes_107,128,697,43
wilkes_110,24,112,7
wilkes_OS PLEASANT HILL,261,1278,43
wilkes_109,83,259,10
wilkes_117,98,475,30
wilkes_105,54,347,18
wilkes_104,103,391,27
wilkes_128,158,684,58
wilkes_113,135,436,19
wilkes_123,62,360,15
wilkes_111,80,385,28
wilkes_108,129,277,32
wilkes_102,128,404,33
wilkes_115A,142,767,50
wilkes_OS MILLER CRK,300,1275,67
wilkes_119,147,683,46
wilkes_103,37,196,13
wilkes_101,51,237,32
wilkes_122,28,409,14
wilkes_127,169,299,18
wilkes_125,49,242,8
wilkes_114,31,219,17
wilkes_126,37,262,8
wilkes_124,83,451,22
wilkes_ABSENTEE,268,743,27
wilkes_OS OFFICE,2948,6917,368
wilkes_129,117,421,31
wilkes_106,64,335,24
wilkes_112,125,595,37
wilkes_120,74,428,26
wilkes_118,227,292,27
wilkes_OS MTN VIEW,95,531,28
yancey_07 BRU,96,158,8
yancey_09 SOU,622,733,39
yancey_08 CRA,587,1204,60
yancey_02 CAN,303,619,37
yancey_11 PRI,232,600,40
yancey_03 EGY,128,191,23
yancey_04 RAM,58,138,21
yancey_05 GRE,125,191,7
yancey_01 BUR,947,1252,86
yancey_10 PEN,119,250,11
yancey_06 JAC,349,620,39
yadkin_DCRK,99,515,37
yadkin_SLIB,120,675,38
yadkin_EBND,190,842,39
yadkin_FBSH,182,964,46
yadkin_NKNB,263,869,70
yadkin_SBCK,77,319,30
yadkin_NFAL,62,440,26
yadkin_SFAL,78,575,21
yadkin_NLIB,167,566,32
yadkin_BNVL,196,920,44
yadkin_NBCK,79,499,19
yadkin_SKNB,48,431,13
yadkin_ABSENTEE,91,433,13
