prec_id,Joyce,Vallas,Wilson,Preckwinkle,Daley,Mccarthy,Chico,Mendoza,Enyia,Ford,Salesgriffin,Lightfoot,Fioretti,Kozlar
C10022,4,4,3,9,13,1,31,44,7,0,0,6,2,1
C10023,10,3,4,15,39,12,58,46,12,1,0,12,1,1
C10024,35,28,18,8,36,28,62,37,8,1,0,15,2,0
C10025,3,0,8,14,17,0,7,14,6,2,0,7,1,0
C10026,8,5,5,10,19,7,47,44,10,0,1,8,2,0
C10027,3,6,37,19,28,2,23,18,9,2,0,11,1,1
C10028,32,15,13,16,27,15,83,58,19,1,0,22,1,1
C10029,10,12,7,5,21,20,60,53,7,0,1,16,4,3
C10030,5,11,4,10,32,14,63,54,10,0,0,13,2,1
C10031,11,7,5,13,12,7,41,49,8,0,1,11,1,0
C10032,23,23,3,19,30,18,76,54,15,0,0,13,0,0
C10033,10,10,6,5,21,13,41,46,13,0,0,13,2,1
C10034,12,5,22,11,14,4,40,26,11,1,1,11,1,0
C10035,48,30,4,10,52,24,83,77,9,1,1,26,6,0
C10036,2,4,9,11,10,1,13,8,3,0,0,4,0,0
C11001,21,16,8,26,120,19,18,24,15,2,0,45,4,9
C11002,0,2,3,5,3,0,0,2,0,0,0,2,0,0
C11003,13,7,3,41,27,5,21,26,53,0,2,51,1,3
C11004,21,7,7,19,94,11,24,28,18,0,0,19,0,6
C11005,15,9,19,54,82,16,19,24,61,0,0,53,7,3
C11006,24,22,3,54,79,10,23,29,37,2,2,110,2,5
C11007,10,10,19,36,44,4,19,12,35,2,0,43,0,2
C11008,28,9,6,19,92,15,20,34,20,0,1,37,2,8
C11009,23,14,10,23,76,16,19,30,15,3,0,28,3,4
C11010,24,16,4,27,136,15,16,7,12,1,1,37,3,8
C11011,22,22,9,27,70,24,25,32,18,2,0,52,0,3
C11012,159,19,5,10,172,37,19,17,7,0,0,30,1,45
C11013,125,32,7,8,139,25,26,11,5,2,0,17,1,31
C11014,22,6,3,25,81,15,12,2,11,4,0,10,1,4
C11015,9,3,5,12,51,9,10,14,3,0,0,18,1,3
C11016,11,13,4,16,101,17,20,7,6,1,0,17,1,3
C11017,18,17,10,42,106,13,33,36,34,1,0,52,4,8
C11018,34,16,2,9,126,15,27,19,7,0,0,18,0,4
C11019,35,13,13,37,88,22,30,33,51,0,2,52,5,8
C11020,17,6,4,14,107,15,12,21,12,1,0,23,1,3
C11021,32,22,7,31,239,29,34,20,24,1,0,30,3,11
C11022,18,15,3,26,153,21,21,18,32,2,0,68,1,19
C11023,11,9,3,17,90,25,13,12,10,1,0,15,0,7
C11024,30,19,4,21,269,22,22,16,12,0,2,21,2,8
C11025,31,24,10,41,128,20,13,19,34,1,2,73,4,10
C11026,22,22,5,35,181,18,23,26,28,2,0,38,2,9
C11027,6,3,0,8,39,0,17,9,11,1,0,10,1,1
C11028,33,6,5,4,50,6,11,3,4,0,0,15,0,5
C11029,26,22,4,5,212,21,55,29,20,0,0,34,1,8
C11030,9,18,10,13,54,1,13,10,9,0,0,10,3,1
C11031,76,15,4,12,143,19,22,12,8,0,0,26,3,15
C11032,16,12,5,5,95,5,23,6,8,0,0,11,0,2
C11033,12,18,13,39,77,14,22,25,18,2,2,85,2,4
C11034,17,9,5,9,73,14,7,6,3,0,0,3,1,3
C11035,9,2,6,6,71,7,4,2,0,0,0,2,2,0
C11036,8,2,1,7,59,10,8,7,10,0,0,10,1,7
C11037,4,1,6,11,44,3,6,6,8,1,0,5,1,1
C11038,4,4,3,20,17,1,17,20,15,0,1,33,1,2
C12001,26,4,5,32,53,20,38,63,26,1,0,28,2,1
C12002,13,10,8,14,38,4,41,60,13,1,0,9,0,2
C12003,25,22,14,56,57,14,58,51,22,3,0,60,3,4
C12004,22,13,2,23,55,7,53,50,25,0,2,32,0,4
C12005,30,9,9,15,67,45,43,43,12,0,0,38,1,1
C12006,30,15,10,17,45,16,50,54,13,1,0,22,2,3
C12007,7,5,4,32,36,3,30,56,26,0,1,20,0,2
C12008,26,11,6,24,68,15,54,82,26,1,0,21,1,2
C12009,23,8,6,21,46,11,38,43,21,1,1,20,1,9
C12010,17,1,4,33,33,5,20,70,32,1,0,24,2,1
C12011,17,6,6,7,48,3,43,73,9,1,0,16,3,0
C12012,10,4,13,12,38,11,34,77,4,2,1,24,3,3
C12013,20,9,12,14,52,10,41,65,21,1,0,12,3,1
C12014,12,2,3,20,29,3,23,66,15,0,0,7,0,0
C12015,20,6,7,13,31,1,26,78,14,2,5,12,1,1
C12016,14,5,4,11,18,9,29,68,14,2,1,8,1,2
C12017,22,9,7,25,42,5,42,70,21,0,0,17,1,0
C12018,14,5,7,22,22,1,25,79,29,0,0,10,2,1
C12019,22,14,3,16,45,10,41,59,27,2,2,18,1,0
C12020,15,6,4,13,37,10,41,67,24,1,1,15,1,1
C12021,25,4,5,22,42,5,41,51,24,1,1,25,5,1
C12022,11,5,7,27,22,7,28,48,18,0,2,12,0,0
C12023,19,17,6,26,48,11,39,67,25,4,2,27,1,4
C13001,56,17,5,13,41,23,40,36,8,0,0,16,2,1
C13002,74,17,7,13,50,15,22,29,1,0,1,20,2,1
C13003,18,5,2,9,38,11,21,55,14,0,0,16,4,0
C13004,85,19,4,9,45,26,48,45,4,1,0,10,9,0
C13005,40,13,4,15,47,23,50,70,11,1,1,14,0,0
C13006,95,20,8,5,60,18,32,36,8,1,0,21,1,2
C13007,18,9,7,7,28,20,35,44,0,0,0,7,2,1
C13008,46,13,4,8,38,14,31,39,1,0,0,12,3,1
C13009,32,12,4,12,30,10,50,44,8,0,0,22,5,1
C13010,114,28,4,2,49,21,36,29,2,0,0,12,2,0
C13011,102,26,8,8,47,18,39,45,9,0,1,16,1,2
C13012,28,14,5,13,37,9,39,49,8,1,0,9,1,0
C13013,38,12,3,12,36,14,47,77,5,0,1,16,0,0
C13014,25,12,8,8,42,20,32,37,9,2,0,13,3,1
C13015,32,17,10,16,50,12,56,97,33,0,0,12,1,1
C13016,25,3,3,9,35,6,26,30,0,1,0,6,1,1
C13017,66,25,5,13,43,11,35,31,3,0,0,9,2,3
C13018,66,22,6,12,47,16,31,28,1,0,0,7,6,2
C13019,40,6,9,15,40,11,35,84,14,1,0,17,2,1
C13020,76,8,3,6,25,17,28,27,2,0,0,9,0,0
C13021,123,24,5,6,63,36,59,33,2,0,1,13,6,0
C13022,83,35,3,6,56,19,41,47,7,2,2,22,5,1
C13023,25,14,2,10,17,8,36,47,6,0,0,8,1,1
C13024,37,24,11,8,42,15,31,49,8,1,1,20,0,2
C13025,36,10,0,13,42,14,31,48,7,1,0,11,2,3
C13026,42,12,5,13,48,25,44,33,5,0,1,12,4,2
C13027,56,14,5,13,42,16,36,51,9,0,0,22,2,1
C13028,28,10,5,9,25,6,41,35,6,0,0,6,2,0
C13029,27,15,6,9,34,15,45,34,9,0,1,7,0,0
C13030,24,4,0,6,19,1,51,57,12,0,1,7,0,0
C13031,95,33,6,11,55,26,51,31,5,0,2,21,3,0
C13032,90,27,0,5,47,15,34,38,3,0,0,11,5,1
C13033,102,32,6,9,55,26,34,31,1,0,0,18,0,0
C13034,44,7,6,16,51,10,38,77,10,1,0,11,5,1
C13035,34,13,4,11,35,15,38,76,10,0,1,9,2,0
C13036,13,9,4,5,24,9,39,34,7,0,0,3,1,0
C13037,44,19,24,29,49,6,49,37,9,2,0,20,2,2
C13038,90,23,2,3,43,29,32,35,2,0,0,9,2,3
C13039,38,11,8,12,45,14,36,53,16,1,1,6,0,1
C13040,39,15,4,7,43,18,34,57,10,1,1,11,1,3
C13041,30,8,9,17,36,10,39,81,12,1,1,14,5,0
C13042,118,22,8,16,61,21,33,31,1,0,0,20,7,2
C13043,44,11,13,12,46,17,30,62,5,0,0,12,1,0
C13044,54,10,11,12,37,10,59,124,15,2,0,11,2,0
C13045,105,30,17,11,62,19,40,68,7,0,0,8,0,2
C13046,42,13,1,10,44,11,37,122,13,0,0,11,0,0
C13047,29,22,8,8,49,11,46,95,4,0,0,7,3,3
C13048,57,19,4,16,70,19,32,42,4,0,0,10,3,5
C14001,129,41,8,9,95,32,54,50,9,1,0,15,3,1
C14002,38,11,6,25,72,28,56,70,16,0,0,16,10,0
C14003,24,5,3,18,24,11,44,56,12,0,1,9,0,0
C14004,129,21,10,11,50,31,49,31,2,0,0,4,1,0
C14005,10,12,12,22,38,12,70,113,14,0,1,17,1,0
C14006,7,0,1,0,19,2,42,35,6,0,0,6,2,0
C14007,27,6,2,20,36,15,46,71,13,2,0,18,3,2
C14008,32,13,6,15,39,14,31,87,14,0,2,11,4,4
C14009,102,26,3,13,70,16,40,58,14,0,0,25,6,4
C14010,12,6,10,12,17,4,31,38,9,0,0,16,1,3
C14011,11,6,1,5,8,5,72,35,4,0,0,11,0,0
C14012,33,11,1,17,29,20,47,75,10,1,0,19,3,0
C14013,23,12,3,14,37,13,43,62,18,0,0,13,0,0
C14014,6,9,0,7,31,6,73,90,11,0,0,7,4,2
C14015,28,5,2,9,36,8,34,82,20,0,0,13,2,0
C14016,16,11,0,8,32,15,28,60,5,1,0,12,0,1
C14017,19,5,5,8,29,8,51,55,15,0,0,10,2,3
C14018,8,9,2,7,25,10,17,34,3,0,0,7,1,1
C14019,27,6,0,9,38,10,34,69,14,0,0,9,1,1
C14020,9,14,2,10,25,6,17,43,3,0,3,6,1,1
C14021,20,9,2,18,26,8,36,62,23,0,0,8,2,1
C14022,45,20,6,24,64,18,64,67,10,0,0,12,2,4
C14023,33,4,3,8,42,16,36,46,16,0,0,14,3,0
C14024,128,23,7,8,72,22,54,35,12,1,0,24,8,0
C14025,14,4,2,6,23,8,21,37,9,1,0,9,1,0
C14026,11,5,4,3,24,5,24,67,13,0,0,6,0,0
C14027,17,18,7,16,40,21,42,63,20,0,2,12,1,2
C14028,13,7,7,8,30,9,21,50,9,0,0,15,3,2
C14029,13,10,9,11,27,8,53,61,12,0,1,9,0,2
C14030,8,5,2,6,24,3,21,38,8,0,0,10,0,0
C14031,13,1,5,3,17,2,13,52,8,0,0,5,0,0
C15001,19,8,6,9,44,8,75,57,17,0,0,10,1,1
C15002,7,3,73,23,13,1,10,4,7,2,0,14,0,0
C15003,2,6,54,33,10,1,7,9,11,3,0,24,0,1
C15004,19,4,4,21,25,9,38,92,19,0,0,4,1,1
C15005,12,6,16,23,20,7,49,59,16,1,0,14,1,3
C15006,24,6,7,11,37,9,55,67,9,1,0,18,1,1
C15007,5,8,63,24,12,0,3,7,16,2,0,16,1,0
C15008,9,12,5,20,29,2,42,75,11,2,0,6,2,0
C15009,20,12,5,28,37,10,63,105,23,0,0,13,0,3
C15010,24,16,12,29,49,10,47,96,23,1,1,24,6,2
C15011,11,11,3,13,36,8,56,92,13,2,1,12,1,2
C15012,23,9,7,20,39,8,63,81,22,0,0,9,1,1
C15013,13,6,3,11,28,4,31,77,14,0,1,20,4,1
C15014,10,2,0,16,20,3,45,63,31,0,2,5,0,0
C15015,14,5,7,10,33,5,54,70,12,0,1,3,0,0
C15016,10,6,14,13,28,8,56,81,15,0,0,18,0,1
C15017,2,2,70,44,29,1,9,2,14,1,3,15,0,0
C15018,5,1,65,36,5,0,2,6,10,6,3,6,0,0
C15019,28,3,33,26,28,7,22,44,12,0,1,16,0,0
C15020,3,6,76,30,15,1,3,3,10,5,0,20,0,0
C15021,6,2,48,32,10,0,1,10,11,2,0,15,3,1
C15022,4,1,89,31,10,1,3,2,11,4,0,20,1,0
C15023,2,4,56,35,17,1,2,6,17,3,0,20,1,0
C15024,6,2,54,28,10,1,2,5,13,4,0,18,0,1
C16001,12,6,2,20,30,5,41,67,11,0,0,12,2,1
C16002,4,3,65,36,18,0,6,19,4,1,0,20,0,0
C16003,1,6,66,26,8,1,3,6,7,1,1,12,0,0
C16004,2,3,47,41,26,0,7,4,18,2,0,9,0,1
C16005,1,0,51,33,8,0,2,4,9,3,1,10,0,0
C16006,3,4,56,32,22,1,8,15,17,5,0,12,0,0
C16007,4,3,46,31,21,4,11,13,12,1,0,18,0,0
C16008,2,1,35,13,12,1,7,13,4,5,0,8,2,0
C16009,0,8,62,46,13,4,5,5,11,3,0,12,2,1
C16010,3,4,68,29,20,0,7,2,7,2,1,14,0,0
C16011,2,3,40,17,10,4,6,22,11,5,0,16,0,1
C16012,1,1,41,30,15,0,3,10,15,2,1,11,1,0
C16013,2,1,18,20,21,2,17,26,7,1,0,11,1,0
C16014,3,3,48,29,11,1,5,4,8,2,1,14,0,1
C16015,0,4,70,46,20,3,6,4,11,3,1,22,0,0
C16016,5,6,72,48,20,0,1,6,11,3,0,13,0,0
C16017,0,3,28,26,12,1,11,23,9,2,0,10,1,0
C16018,5,2,42,35,14,2,10,27,16,5,2,21,0,3
C16019,6,2,48,30,11,0,4,14,18,1,0,17,1,1
C16020,1,4,54,26,18,0,1,3,10,1,0,14,0,2
C16021,4,4,51,26,20,5,5,5,14,0,0,21,2,0
C16022,2,3,44,22,11,2,6,11,12,2,0,27,0,0
C16023,13,2,24,13,9,5,17,27,10,1,0,16,1,2
C16024,5,3,38,21,12,0,5,1,8,2,0,8,0,0
C16025,1,6,72,53,24,2,2,9,13,7,0,26,0,0
C16026,4,4,65,37,8,4,2,10,11,0,0,19,0,0
C16027,4,1,52,19,13,0,1,7,15,8,0,21,0,0
C16028,4,3,81,31,19,0,2,5,13,6,0,25,1,3
C16029,1,4,59,31,13,2,2,3,13,0,0,16,0,0
C16030,0,5,53,44,7,0,2,4,11,0,0,13,2,0
C16031,2,3,62,46,20,1,3,5,14,2,0,26,3,0
C16032,8,4,16,10,23,2,22,64,13,1,0,7,3,0
C16033,2,3,54,26,12,1,5,8,13,4,1,21,1,0
C16034,3,4,64,30,21,1,8,4,10,7,0,12,0,0
C16035,8,2,31,35,21,3,22,42,16,1,0,15,1,1
C16036,5,1,52,30,18,0,1,2,10,3,0,19,0,0
C17001,8,7,38,30,23,2,23,24,19,2,3,9,0,0
C17002,1,3,57,57,17,2,3,9,22,5,0,18,2,0
C17003,1,9,79,45,24,2,7,9,11,4,0,26,1,0
C17004,7,7,96,62,19,1,3,12,25,2,0,41,2,0
C17005,3,5,57,44,12,2,2,8,10,0,0,23,1,1
C17006,6,6,41,24,13,1,2,11,22,3,1,23,1,0
C17007,10,7,20,19,15,3,13,26,12,1,0,5,1,0
C17008,1,6,69,34,13,0,4,3,6,0,0,13,1,0
C17009,4,4,60,33,18,1,5,3,19,3,1,19,0,0
C17010,8,5,100,73,19,2,9,3,27,9,1,42,1,0
C17011,4,3,75,31,14,0,3,5,7,4,0,15,1,0
C17012,13,5,35,46,26,2,32,29,18,2,0,22,3,1
C17013,4,3,83,39,13,1,5,5,13,5,1,25,2,0
C17014,8,6,51,54,28,4,9,35,12,3,0,15,2,0
C17015,1,8,73,44,23,1,7,7,16,4,1,33,0,0
C17016,3,1,44,27,23,1,17,25,15,3,0,12,0,0
C17017,3,4,67,42,11,1,6,10,24,1,0,25,0,0
C17018,1,12,64,47,42,4,2,8,30,2,1,33,0,0
C17019,2,1,44,16,8,0,1,5,8,2,0,17,1,0
C17020,5,6,93,70,22,0,6,8,24,2,1,37,1,1
C17021,6,15,88,88,23,2,12,12,36,3,0,47,3,1
C17022,3,0,62,40,13,2,5,4,17,5,1,23,1,0
C17023,2,1,41,30,11,1,3,3,12,1,1,15,1,0
C17024,3,4,93,56,32,9,4,7,18,3,1,30,3,1
C17025,2,3,53,20,11,0,8,7,23,3,0,16,0,0
C17026,9,8,85,58,27,0,7,8,15,2,0,17,1,0
C17027,3,5,69,50,23,2,3,6,11,4,0,28,0,0
C17028,0,3,49,48,22,0,3,6,5,2,0,33,1,0
C17029,4,4,94,49,21,1,6,4,19,1,1,19,0,1
C17030,16,6,32,10,11,4,17,19,13,1,1,6,1,0
C17031,1,3,37,35,9,2,3,1,12,4,0,13,1,0
C17032,2,3,67,39,9,2,5,4,8,1,0,14,0,0
C17033,3,2,54,21,15,0,5,4,10,1,0,15,0,0
C17034,3,1,60,35,13,0,1,2,10,3,1,21,1,0
C17035,0,2,53,34,6,1,4,4,16,7,0,20,0,0
C17036,6,2,71,47,24,0,4,5,17,7,1,29,0,1
C17037,1,5,79,44,14,1,7,4,7,3,0,24,0,0
C17038,2,3,67,48,12,1,1,9,19,5,1,26,0,1
C17039,4,3,70,59,16,1,9,4,20,1,0,28,1,0
C17040,4,7,89,45,21,1,5,8,24,4,2,24,0,1
C17041,3,8,85,59,21,4,16,5,23,6,2,43,0,0
C18001,9,6,45,46,17,6,15,18,19,3,1,16,1,0
C18002,13,12,18,20,22,12,20,24,17,2,1,17,0,0
C18003,46,17,21,31,25,9,20,20,9,3,0,22,1,3
C18004,9,12,80,59,33,1,12,9,27,6,1,53,1,0
C18005,3,3,56,34,5,1,0,9,14,1,1,19,1,0
C18006,44,27,27,18,32,8,30,26,8,3,1,11,1,0
C18007,22,13,49,44,22,7,25,10,17,2,0,21,2,1
C18008,13,14,74,52,22,4,13,12,19,3,0,57,1,0
C18009,9,9,50,54,38,2,8,11,23,9,1,36,0,0
C18010,11,16,62,90,40,3,15,12,51,7,0,60,2,0
C18011,12,14,22,34,25,3,18,16,16,1,0,36,0,0
C18012,16,5,72,62,27,1,9,10,17,3,0,45,1,0
C18013,12,10,67,58,24,7,11,12,19,4,2,37,1,1
C18014,11,9,74,67,28,1,6,5,22,3,0,46,3,0
C18015,22,12,33,41,25,3,28,24,16,1,0,28,0,4
C18016,9,16,44,43,29,2,10,7,31,4,1,32,2,0
C18017,14,5,44,42,34,4,9,24,16,2,0,23,2,0
C18018,2,5,69,69,17,1,7,1,34,4,0,32,1,1
C18019,5,10,71,64,25,4,7,13,16,1,2,35,2,0
C18020,6,3,66,30,18,0,4,7,25,4,0,29,1,0
C18021,18,16,77,69,37,5,9,13,45,4,3,50,2,0
C18022,8,11,80,80,24,3,8,9,35,8,1,57,4,0
C18023,15,15,51,48,20,2,10,14,14,5,0,35,0,1
C18024,36,13,9,16,35,15,32,35,2,2,0,11,1,1
C18025,52,18,15,13,35,12,24,49,10,1,0,14,1,0
C18026,19,9,74,77,29,4,14,9,36,4,0,43,4,1
C18027,7,9,58,32,11,0,4,8,8,1,0,34,1,0
C18028,74,24,18,14,36,13,24,29,11,0,0,11,4,0
C18029,18,10,46,37,21,8,22,25,19,3,2,30,0,0
C18030,41,24,9,14,29,17,34,46,11,1,1,26,0,0
C18031,13,13,50,66,32,5,10,20,25,1,1,29,0,0
C18032,6,8,85,52,26,2,6,7,24,13,0,33,0,0
C18033,2,3,70,44,28,0,7,11,8,2,2,24,3,0
C18034,14,11,79,72,44,4,9,6,30,9,0,70,0,0
C18035,11,15,58,102,34,0,9,10,39,1,1,46,0,0
C18036,23,10,37,43,26,12,25,24,10,2,0,25,4,1
C18037,17,11,72,65,27,1,13,14,36,4,2,48,3,0
C18038,9,10,78,49,18,5,5,7,22,4,0,35,1,0
C18039,3,8,38,33,15,2,6,15,9,5,0,22,1,0
C18040,29,18,16,39,42,8,26,29,19,2,1,26,1,0
C18041,14,18,82,61,35,3,12,12,27,9,0,53,1,1
C18042,5,5,44,31,19,0,8,24,17,2,1,25,2,3
C18043,21,9,11,10,32,9,32,33,2,0,0,12,0,0
C18044,77,14,13,16,32,9,26,33,11,2,0,8,2,0
C18045,19,9,20,16,34,11,28,37,7,4,1,22,0,0
C18046,51,20,10,19,34,18,34,40,4,1,0,17,0,3
C18047,3,7,40,29,16,2,6,11,13,7,3,17,0,0
C18048,3,4,60,44,17,3,4,6,16,1,0,21,0,0
C18049,3,4,50,21,10,0,3,5,8,4,0,32,0,0
C18050,0,7,56,38,8,4,9,11,16,2,0,22,0,0
C19001,238,39,3,10,46,10,17,12,7,1,1,14,3,1
C19002,121,38,58,73,47,3,19,20,22,3,0,79,3,1
C19003,192,36,3,3,27,10,25,9,2,0,0,4,1,2
C19004,281,28,6,7,46,15,22,19,4,2,0,11,5,1
C19005,107,32,22,51,59,6,18,14,20,1,0,70,2,1
C19006,237,48,8,3,34,13,25,11,4,1,0,15,6,3
C19007,191,36,13,14,24,9,14,12,7,2,0,20,0,0
C19008,302,47,1,9,29,13,18,10,1,0,1,9,1,0
C19009,141,29,2,8,65,8,34,16,1,0,0,2,0,1
C19010,135,60,17,66,58,2,6,16,19,0,1,49,0,1
C19011,243,45,4,2,36,5,15,14,1,0,0,12,2,4
C19012,236,20,3,4,30,10,30,4,0,0,0,3,0,0
C19013,31,17,80,101,30,3,7,10,40,8,1,48,1,2
C19014,121,39,27,49,40,5,32,15,20,2,1,42,2,1
C19015,281,47,5,6,44,17,34,28,6,0,0,13,4,1
C19016,250,42,1,4,34,14,27,24,5,0,0,12,0,0
C19017,233,28,4,6,26,11,14,7,9,2,0,23,1,1
C19018,116,38,10,37,55,2,13,11,11,2,0,57,3,0
C19019,155,59,16,59,49,9,25,18,22,4,0,51,2,0
C19020,68,25,30,64,22,4,16,19,17,1,0,35,0,3
C19021,233,40,2,3,31,11,18,8,9,1,0,13,1,1
C19022,178,52,21,37,40,6,19,13,21,1,2,31,2,2
C19023,236,53,4,7,44,8,12,15,3,0,1,20,2,0
C19024,202,26,11,2,36,8,7,11,2,0,0,6,1,0
C19025,164,34,15,31,55,3,15,16,14,2,0,31,0,1
C19026,171,47,12,24,44,6,10,14,15,0,0,49,1,0
C19027,73,24,30,56,18,1,10,13,31,5,3,62,0,1
C19028,31,20,46,77,24,2,15,18,42,3,1,64,2,1
C19029,206,37,10,12,40,20,21,12,3,0,0,11,0,1
C19030,209,33,2,7,49,12,19,3,0,0,0,6,2,1
C19031,137,47,7,35,34,3,21,23,7,0,0,34,6,1
C19032,212,53,3,16,20,6,19,10,5,0,1,16,1,0
C19033,246,37,8,1,48,9,23,13,1,0,0,6,0,0
C19034,136,51,10,22,53,3,14,17,8,0,0,43,0,3
C19035,154,33,11,35,37,5,16,13,12,0,3,42,0,0
C19036,69,22,58,67,39,3,25,23,36,3,1,66,1,0
C19037,81,28,33,48,30,4,16,19,28,2,2,62,0,0
C19038,63,21,33,52,24,2,16,7,31,1,1,47,2,1
C19039,9,2,27,14,9,2,4,3,9,1,0,5,0,0
C19040,111,45,18,38,35,4,23,16,15,2,2,48,2,0
C19041,230,32,9,5,37,11,13,10,2,0,0,4,1,1
C19042,66,32,19,46,23,2,17,8,23,3,2,42,1,0
C19043,44,20,86,97,33,2,13,14,42,2,0,51,1,1
C19044,195,26,1,6,26,13,28,15,3,0,0,9,0,0
C19045,249,38,5,10,36,5,23,14,8,0,2,21,1,2
C19046,251,45,2,6,56,7,27,14,4,0,0,20,1,0
C19047,104,22,51,85,50,5,28,17,45,8,2,86,5,0
C19048,32,9,80,62,25,2,10,13,24,7,0,46,1,1
C19049,46,27,59,84,41,3,22,13,40,5,1,67,0,0
C19050,179,38,7,15,35,3,9,11,3,0,0,17,0,2
C19051,243,57,6,6,60,6,28,13,4,0,2,30,0,2
C19052,251,54,7,5,30,12,17,13,8,0,1,12,2,2
C19053,207,33,13,16,31,6,23,17,5,0,0,21,1,1
C19054,216,28,8,4,29,8,13,14,0,0,0,10,1,1
C19055,194,23,3,6,37,20,12,14,0,0,0,15,1,1
C19056,91,42,17,55,76,2,11,18,16,3,0,66,4,0
C19057,73,27,20,45,32,1,17,12,13,2,0,52,0,1
C20001,4,2,78,72,17,1,5,12,34,6,1,40,2,0
C20002,4,1,57,19,12,0,1,4,6,4,0,13,0,1
C20003,3,8,65,45,19,1,3,7,26,3,1,28,0,0
C20004,4,1,35,20,6,2,4,9,7,2,1,9,0,2
C20005,4,7,85,49,16,1,7,7,48,4,2,46,0,0
C20006,3,1,46,27,3,0,1,5,9,0,0,11,1,0
C20007,5,3,68,49,16,4,5,6,34,2,1,33,2,1
C20008,2,5,91,56,24,0,5,9,15,3,0,19,1,0
C20009,7,7,86,102,21,5,12,12,53,5,0,74,3,0
C20010,0,1,50,39,14,2,2,5,13,4,0,29,0,0
C20011,5,7,71,83,20,0,9,8,45,8,0,38,1,0
C20012,2,6,48,36,7,3,6,5,15,4,0,22,2,0
C20013,4,4,119,65,14,2,0,13,25,4,2,28,4,1
C20014,6,1,46,36,19,0,3,5,14,1,0,20,1,0
C20015,7,3,13,15,21,3,32,49,9,0,1,5,2,1
C20016,3,7,53,77,30,1,6,5,38,4,0,44,2,0
C20017,5,1,20,22,7,2,19,26,10,4,1,12,0,0
C20018,5,1,56,35,12,0,4,4,14,4,0,30,0,0
C20019,8,6,74,51,8,2,7,7,35,3,0,32,1,1
C20020,6,3,12,13,26,1,23,32,10,1,0,9,1,2
C20021,1,1,48,41,16,0,7,5,10,2,0,15,1,0
C20022,5,7,47,98,18,0,6,10,59,5,0,79,2,1
C20023,7,3,101,52,10,0,5,8,15,4,2,26,2,0
C20024,2,10,55,78,19,1,7,12,38,5,1,62,1,1
C20025,6,3,62,34,10,2,1,10,17,5,0,27,0,0
C20026,6,14,54,82,20,4,3,9,44,1,0,44,1,0
C20027,2,2,40,31,13,1,1,3,11,2,0,13,0,0
C20028,4,2,57,28,10,1,4,1,8,2,0,27,0,0
C20029,6,4,134,78,23,1,5,10,17,6,3,44,3,0
C20030,0,1,32,27,12,0,0,5,14,6,0,16,1,0
C20031,1,8,98,63,6,3,5,10,25,6,0,43,1,0
C20032,1,4,71,47,24,3,3,5,10,3,0,43,0,0
C20033,0,0,52,32,14,1,2,3,15,4,2,17,0,0
C20034,2,10,47,95,22,3,9,19,72,6,0,83,0,0
C20035,2,2,51,30,12,1,0,3,10,8,1,10,4,0
C20036,2,1,30,10,6,0,2,1,2,2,0,11,0,0
C20037,1,1,31,15,4,0,1,2,5,2,0,7,0,0
C20038,4,2,38,11,12,0,1,3,3,0,0,8,1,0
C20039,0,1,9,6,1,0,0,0,1,0,0,1,0,0
C21001,14,7,65,78,15,2,8,8,36,6,3,39,2,1
C21002,2,7,56,28,14,1,3,4,11,2,0,22,2,0
C21003,5,6,76,72,22,0,10,4,24,4,0,45,1,0
C21004,5,7,83,49,20,0,2,4,19,4,0,26,0,0
C21005,15,8,83,53,25,3,8,12,35,3,3,45,1,0
C21006,6,2,44,55,17,2,13,4,13,2,1,25,0,0
C21007,4,9,73,68,25,0,12,4,30,2,0,45,1,1
C21008,5,0,94,48,21,0,6,10,24,4,0,31,0,1
C21009,9,11,79,85,25,1,17,10,22,8,0,29,1,0
C21010,6,1,56,64,11,2,6,6,18,5,1,24,2,0
C21011,5,4,63,47,28,2,3,7,25,2,2,20,2,0
C21012,4,3,74,45,22,4,5,2,19,1,0,47,0,0
C21013,1,16,77,48,17,0,3,5,25,5,1,27,0,1
C21014,5,6,87,61,22,3,6,4,36,6,1,32,0,0
C21015,4,4,53,51,21,0,6,10,19,3,1,32,4,0
C21016,10,6,71,36,18,1,9,7,24,4,0,31,1,0
C21017,5,3,68,50,14,1,5,2,17,2,4,22,1,0
C21018,14,9,69,68,26,1,4,10,24,7,2,38,3,0
C21019,5,3,63,65,19,2,12,7,30,4,0,27,0,0
C21020,3,4,67,54,10,2,1,5,22,4,0,27,2,0
C21021,4,4,75,45,21,2,6,6,9,1,0,16,1,0
C21022,6,6,53,60,20,1,7,8,32,5,0,23,0,0
C21023,2,13,49,70,11,1,7,5,20,7,0,37,0,1
C21024,6,6,77,46,22,2,5,13,27,7,2,35,1,0
C21025,5,6,70,55,18,1,3,6,18,1,1,41,1,0
C21026,8,4,54,53,12,1,4,9,24,2,1,29,0,0
C21027,9,7,71,60,27,1,3,10,30,5,0,25,1,1
C21028,1,4,103,47,25,2,11,13,18,8,0,41,4,0
C21029,4,4,101,66,23,0,6,10,17,4,1,43,4,0
C21030,3,2,66,40,13,2,5,8,22,4,1,23,1,1
C21031,7,10,60,46,20,0,6,2,13,6,0,33,2,0
C21032,7,7,84,66,17,1,8,5,20,3,1,24,1,0
