prec_id,Emanuel,Wilson,Fioretti,Garcia,Walls
C34049,120,73,17,81,22
C34050,85,71,8,34,12
C34051,140,60,13,79,13
C34052,108,33,9,58,11
C34053,65,37,3,21,4
C35001,76,4,15,145,1
C35002,88,2,16,183,3
C35003,47,9,8,123,4
C35004,102,4,15,133,1
C35005,56,13,10,105,2
C35006,63,6,11,102,2
C35007,48,7,11,147,1
C35008,42,7,7,125,1
C35009,88,16,11,133,3
C35010,73,5,17,181,2
C35011,80,8,14,133,2
C35012,24,3,4,100,1
C35013,50,6,2,83,1
C35014,50,4,5,108,1
C35015,61,3,16,175,2
C35016,35,6,2,86,2
C35017,83,11,4,104,3
C35018,79,0,2,115,2
C35019,36,3,6,91,1
C35020,60,5,8,76,2
C35021,68,5,9,104,0
C35022,99,3,16,105,0
C35023,86,6,16,111,3
C35024,68,4,16,97,1
C35025,82,5,11,122,1
C35026,70,6,20,86,2
C35027,74,8,11,99,2
C35028,73,3,8,117,4
C35029,71,11,8,88,0
C35030,88,9,14,84,7
C35031,90,6,23,119,3
C36001,88,6,20,103,4
C36002,56,9,8,102,4
C36003,82,14,19,88,2
C36004,71,16,7,107,0
C36005,86,26,12,85,1
C36006,62,14,3,91,0
C36007,157,12,58,97,2
C36008,39,10,10,87,0
C36009,43,8,7,93,2
C36010,76,14,14,105,4
C36011,55,1,8,69,0
C36012,45,4,5,72,0
C36013,36,9,3,90,0
C36014,96,7,35,103,1
C36015,107,9,42,109,1
C36016,106,13,25,91,2
C36017,119,6,23,110,0
C36018,116,7,21,87,5
C36019,68,11,27,114,4
C36020,89,6,31,103,3
C36021,62,7,10,76,3
C36022,28,3,10,76,1
C36023,63,14,6,77,0
C36024,88,3,39,88,1
C36025,46,7,5,100,0
C36026,87,14,35,58,4
C36027,94,7,25,65,5
C36028,83,9,33,96,1
C36029,128,12,45,91,1
C36030,104,3,25,98,1
C37001,98,49,4,30,8
C37002,45,34,4,39,5
C37003,60,46,5,27,10
C37004,70,53,13,47,6
C37005,113,68,7,51,12
C37006,91,68,10,47,22
C37007,60,34,12,42,12
C37008,60,35,6,30,0
C37009,87,66,12,34,10
C37010,98,52,9,74,14
C37011,63,41,10,32,9
C37012,60,33,6,50,8
C37013,69,43,2,35,9
C37014,90,76,9,40,3
C37015,122,56,12,40,10
C37016,109,70,13,45,11
C37017,70,62,6,23,6
C37018,93,61,11,44,10
C37019,42,51,11,27,9
C37020,51,60,4,32,8
C37021,76,51,12,48,6
C37022,81,39,10,66,4
C37023,93,80,12,46,14
C37024,88,62,5,35,13
C37025,97,67,9,38,8
C37026,131,70,11,55,10
C37027,67,77,15,41,10
C37028,67,44,4,56,10
C37029,85,65,10,55,19
C37030,76,61,13,36,9
C37031,109,65,16,46,10
C37032,78,55,7,53,21
C37033,119,57,10,39,10
C37034,94,60,7,31,12
C37035,110,71,12,44,10
C37036,94,51,5,34,7
C37037,85,74,11,33,10
C37038,90,71,17,59,15
C37039,75,50,10,52,10
C37040,93,76,5,50,15
C37041,106,68,6,48,4
C38001,118,4,21,86,4
C38002,185,13,96,111,1
C38003,125,5,29,83,3
C38004,154,7,53,86,2
C38005,134,6,48,101,1
C38006,112,5,45,102,2
C38007,139,10,75,93,1
C38008,117,6,34,96,3
C38009,174,6,56,98,2
C38010,102,6,36,69,5
C38011,106,4,24,89,1
C38012,165,10,63,80,2
C38013,127,10,54,123,4
C38014,116,6,41,96,5
C38015,115,5,26,88,1
C38016,133,7,50,92,0
C38017,143,12,74,107,1
C38018,136,9,37,90,6
C38019,166,7,38,60,2
C38020,128,7,55,86,2
C38021,90,8,27,98,0
C38022,124,5,33,82,3
C38023,157,14,43,76,4
C38024,184,11,55,111,1
C38025,95,9,33,70,1
C38026,154,5,29,73,4
C38027,147,6,45,88,3
C38028,171,5,69,106,2
C38029,133,8,42,66,2
C38030,123,7,67,91,1
C38031,127,6,36,111,1
C38032,112,11,28,71,2
C38033,99,12,26,87,2
C38034,101,10,20,94,3
C38035,99,6,34,115,2
C38036,117,6,19,78,1
C38037,117,7,31,126,1
C38038,128,11,35,69,9
C38039,146,12,27,108,1
C38040,144,8,31,78,0
C38041,145,3,20,89,4
C39001,138,5,38,100,2
C39002,245,10,16,71,7
C39003,125,14,21,84,1
C39004,139,4,42,94,5
C39005,139,3,26,115,2
C39006,108,3,37,102,1
C39007,112,5,23,105,1
C39008,106,9,25,157,4
C39009,146,4,23,80,3
C39010,68,4,8,52,1
C39011,119,6,27,91,2
C39012,125,15,10,129,1
C39013,103,9,26,87,0
C39014,97,9,21,68,2
C39015,204,7,36,78,2
C39016,80,3,6,78,4
C39017,140,7,37,116,2
C39018,108,3,15,130,0
C39019,129,4,31,103,2
C39020,151,12,46,120,2
C39021,111,12,38,80,3
C39022,64,10,16,82,0
C39023,153,12,43,91,2
C39024,168,11,57,149,3
C39025,78,6,15,70,2
C39026,130,4,36,107,2
C39027,33,2,10,18,0
C39028,125,13,33,134,2
C39029,61,3,12,36,0
C39030,119,12,22,140,7
C39031,91,4,23,89,2
C39032,123,8,15,89,1
C39033,114,13,13,108,4
C39034,129,10,22,93,5
C39035,110,14,18,138,8
C39036,61,8,12,30,1
C39037,172,14,28,107,1
C39038,113,0,19,47,1
C39039,82,3,11,78,1
C39040,126,4,33,73,1
C39041,161,18,48,114,1
C39042,170,10,45,92,1
C39043,158,4,39,105,3
C39044,112,12,30,85,2
C39045,153,12,35,87,2
C40001,113,4,17,72,2
C40002,106,7,26,82,10
C40003,115,5,13,125,1
C40004,78,7,13,63,5
C40005,121,6,13,110,1
C40006,94,8,18,139,3
C40007,138,4,22,125,0
C40008,120,2,29,155,2
C40009,125,14,11,54,4
C40010,114,8,17,95,4
C40011,146,4,22,117,3
C40012,74,4,7,70,4
C40013,110,7,23,153,2
C40014,111,8,5,66,4
C40015,118,6,18,83,2
C40016,123,2,15,143,1
C40017,118,9,20,92,1
C40018,78,22,9,67,4
C40019,160,6,30,115,8
C40020,116,9,20,70,2
C40021,152,6,15,132,1
C40022,108,6,9,99,1
C40023,163,15,11,126,3
C40024,99,11,17,66,3
C40025,123,6,14,119,4
C40026,128,7,14,139,0
C40027,121,17,19,172,3
C40028,116,12,14,144,1
C40029,172,6,22,94,2
C40030,187,10,25,106,2
C40031,121,2,12,149,1
C40032,134,5,21,120,1
C40033,122,6,16,132,1
C40034,133,7,16,100,1
C40035,97,12,10,58,6
C40036,125,9,13,97,1
C40037,109,13,15,114,1
C40038,114,3,22,150,1
C40039,32,5,3,23,3
C41001,138,13,65,108,4
C41002,172,11,73,102,2
C41003,124,6,42,130,5
C41004,183,8,55,124,1
C41005,156,12,42,95,2
C41006,206,15,46,91,3
C41007,199,6,67,120,6
C41008,151,6,65,111,2
C41009,135,2,63,106,0
C41010,194,10,63,103,2
C41011,169,14,69,107,3
C41012,147,6,59,93,2
C41013,150,6,103,99,2
C41014,200,11,37,112,1
C41015,165,15,72,125,3
C41016,138,10,50,97,2
C41017,159,8,47,98,3
C41018,138,8,68,85,3
C41019,188,18,57,116,0
C41020,157,5,38,75,1
C41021,180,10,53,76,2
C41022,148,16,70,104,3
C41023,165,11,59,86,1
C41024,147,1,47,102,1
C41025,71,8,20,40,2
C41026,148,18,61,111,4
C41027,110,3,28,57,1
C41028,101,9,16,57,3
C41029,85,6,18,42,1
C41030,130,5,68,114,2
C41031,245,9,47,95,2
C41032,125,9,43,69,3
C41033,131,12,77,76,0
C41034,135,3,56,74,3
C41035,161,17,65,114,6
C41036,144,7,52,94,1
C41037,155,9,63,108,2
C41038,127,1,53,100,4
C41039,160,12,51,114,3
C41040,168,12,83,129,2
C41041,168,8,65,101,0
C41042,142,16,75,95,3
C41043,151,6,54,113,3
C41044,170,13,71,112,3
C41045,106,14,58,96,3
C41046,171,17,50,130,3
C41047,140,9,60,99,4
C42001,243,7,12,42,1
C42002,122,5,15,37,1
C42003,96,2,24,46,3
C42004,230,9,19,51,3
C42005,116,1,6,13,2
C42006,236,10,30,85,5
C42007,223,11,14,31,2
C42008,193,10,18,45,3
C42009,131,10,12,49,2
C42010,132,8,14,30,3
C42011,158,10,20,41,3
C42012,155,3,9,30,1
C42013,237,9,39,57,5
C42014,118,2,3,29,0
C42015,95,3,9,18,0
C42016,140,10,15,37,0
C42017,160,8,9,14,1
C42018,110,7,7,27,2
C42019,215,9,20,34,2
C42020,104,3,11,18,0
C42021,98,2,10,34,0
C42022,88,5,8,10,0
C42023,150,3,7,17,0
C42024,186,8,13,33,3
C42025,158,10,8,46,3
C42026,188,4,10,28,2
C42027,154,7,12,47,0
C42028,214,7,15,84,7
C42029,133,2,17,28,0
C42030,205,5,15,49,0
C42031,156,5,6,33,2
C42032,117,0,6,22,1
C42033,130,11,16,40,2
C42034,225,5,9,24,2
C42035,219,15,16,44,3
C42036,145,5,15,35,3
C42037,92,3,6,14,2
C42038,133,7,6,34,0
C42039,94,4,10,25,3
C42040,152,6,6,25,1
C42041,129,6,15,35,1
C42042,178,5,16,35,2
C43001,103,16,5,27,3
C43002,178,6,12,48,1
C43003,218,0,18,43,0
C43004,177,6,23,29,0
C43005,145,5,13,32,1
C43006,102,5,13,36,0
C43007,142,9,10,34,0
C43008,160,11,7,42,0
C43009,234,10,11,59,3
C43010,177,6,20,46,2
C43011,131,4,10,30,0
C43012,123,2,14,24,0
C43013,175,14,12,48,3
C43014,218,8,10,51,0
C43015,168,4,23,50,1
C43016,150,7,20,41,0
C43017,147,5,11,31,1
C43018,197,4,20,52,1
C43019,194,7,22,47,3
C43020,213,6,12,75,3
C43021,174,9,22,61,0
C43022,94,4,11,27,1
C43023,80,3,2,23,0
C43024,138,12,11,30,6
C43025,175,11,13,52,1
C43026,155,3,14,42,2
C43027,201,4,13,44,0
C43028,227,4,17,37,5
C43029,157,6,10,69,1
C43030,166,5,21,35,0
C43031,182,17,19,61,4
C43032,214,4,12,54,1
C43033,244,7,19,39,1
C43034,147,5,10,42,2
C43035,268,5,36,31,0
C43036,42,2,10,25,4
C43037,135,3,19,33,4
C43038,225,5,8,32,2
C43039,130,4,12,47,4
C43040,78,5,8,43,7
C43041,213,5,20,68,2
C43042,150,4,11,54,4
C43043,259,5,26,45,0
C43044,186,6,15,47,1
C43045,140,5,16,26,3
C43046,76,5,4,26,0
C44001,240,15,24,92,5
C44002,123,5,18,57,0
C44003,210,5,12,44,0
C44004,248,4,14,57,0
C44005,128,5,12,59,6
C44006,131,6,16,63,1
C44007,172,4,15,44,2
C44008,158,7,22,80,1
C44009,104,2,10,52,0
C44010,98,6,12,46,0
C44011,125,5,18,61,0
C44012,170,4,15,75,1
C44013,116,4,11,35,0
C44014,107,2,7,57,1
C44015,133,5,13,57,0
C44016,133,4,12,75,4
C44017,215,4,12,75,3
C44018,135,7,12,44,1
C44019,170,4,24,92,1
C44020,78,6,16,46,0
C44021,143,7,7,63,0
C44022,190,8,23,67,2
C44023,103,6,12,47,1
C44024,192,3,14,78,1
C44025,127,2,10,51,2
C44026,131,4,8,62,1
C44027,140,6,16,66,1
C44028,160,5,19,64,1
C44029,113,2,11,62,3
C44030,129,6,12,58,1
C44031,117,5,12,54,2
C44032,161,3,13,79,2
C44033,121,5,9,72,2
C44034,168,7,13,78,1
C44035,236,10,19,76,1
C44036,125,3,5,62,1
C44037,170,3,12,74,7
C44038,124,2,14,48,3
C44039,113,1,9,46,1
C44040,149,6,8,67,0
C44041,149,13,13,58,2
C45001,89,5,21,93,1
C45002,85,1,14,91,2
C45003,113,4,18,95,1
C45004,144,11,38,141,6
C45005,168,12,23,108,5
C45006,191,10,26,131,2
C45007,190,13,38,153,0
C45008,123,12,14,113,1
C45009,115,5,30,114,2
C45010,139,4,30,117,1
C45011,76,12,17,81,1
C45012,122,12,25,104,3
C45013,131,7,47,105,2
C45014,173,16,30,115,1
C45015,203,6,49,161,6
C45016,126,11,29,90,5
C45017,160,10,39,97,6
C45018,129,7,43,118,0
C45019,90,4,18,48,3
C45020,82,9,21,70,1
C45021,150,6,35,107,1
C45022,147,5,49,73,1
C45023,157,8,44,83,1
C45024,129,7,38,84,3
C45025,99,6,42,67,0
C45026,71,7,35,50,1
C45027,110,10,44,99,3
C45028,118,11,20,85,4
C45029,96,6,30,51,10
C45030,128,8,22,87,1
C45031,129,10,23,81,2
C45032,131,8,22,83,1
C45033,88,6,12,67,2
C45034,165,8,28,90,4
C45035,153,18,55,107,5
C45036,146,14,61,115,4
C45037,149,11,24,97,0
C45038,123,6,24,94,3
C45039,129,7,46,95,2
C45040,150,12,47,89,3
C45041,147,7,58,93,2
C45042,172,11,54,102,0
C45043,146,8,68,121,2
C45044,168,6,49,95,1
C45045,97,10,52,61,1
C45046,86,7,32,73,4
C45047,98,8,49,84,1
C45048,112,4,49,67,4
C46001,134,15,19,95,6
C46002,135,14,6,95,2
C46003,221,11,11,82,3
C46004,171,11,12,97,3
C46005,126,8,14,72,2
C46006,139,12,12,82,3
C46007,271,14,22,97,6
C46008,110,26,10,73,8
C46009,144,4,15,89,3
C46010,131,6,18,75,3
C46011,167,19,11,59,1
C46012,123,11,10,113,2
C46013,139,4,16,81,4
C46014,172,52,11,100,7
C46015,162,6,12,67,4
C46016,139,7,17,108,0
C46017,221,15,17,84,3
C46018,133,10,12,82,2
C46019,138,2,14,56,3
C46020,133,30,15,87,9
C46021,107,5,12,58,2
C46022,101,16,8,110,0
C46023,126,20,8,60,3
C46024,195,7,15,75,2
C46025,119,16,10,123,2
C46026,112,6,19,82,6
C46027,151,13,15,75,3
C46028,223,6,8,93,4
C46029,142,7,11,80,3
C46030,139,11,14,92,7
C46031,113,5,13,81,2
C46032,184,31,8,92,4
C46033,198,7,14,87,0
C46034,155,10,14,85,1
C46035,184,15,14,83,5
C46036,176,8,16,78,3
C46037,138,22,6,42,1
C46038,118,21,9,66,5
C46039,147,6,17,64,0
C46040,142,11,13,96,3
C47001,59,4,8,49,0
C47002,186,6,26,121,4
C47003,263,9,13,91,0
C47004,161,3,19,117,3
C47005,146,9,14,95,2
C47006,134,3,22,76,3
C47007,109,9,15,83,3
C47008,171,4,22,87,2
C47009,93,5,14,78,1
C47010,133,5,10,124,1
C47011,97,3,16,62,5
C47012,149,6,11,126,0
C47013,118,3,16,124,4
C47014,141,13,13,98,2
C47015,96,7,18,159,1
C47016,158,8,16,130,2
C47017,128,5,18,86,1
C47018,145,5,8,82,2
C47019,121,7,12,123,1
C47020,138,7,25,117,2
C47021,121,5,14,114,4
C47022,156,6,21,138,0
C47023,97,8,17,126,0
C47024,123,2,16,76,0
C47025,114,10,4,109,1
C47026,116,1,11,124,1
C47027,127,2,14,81,2
C47028,156,3,17,131,3
C47029,140,6,15,104,2
C47030,133,6,18,120,0
C47031,110,1,14,125,0
C47032,127,4,17,134,0
C47033,144,3,9,63,3
C47034,178,8,14,115,4
C47035,138,7,19,83,2
C47036,142,5,18,132,1
C47037,157,6,13,115,0
C47038,133,4,11,106,0
C47039,165,2,19,95,2
C47040,163,9,15,133,3
C47041,131,6,15,136,6
C47042,98,5,10,120,3
C47043,124,7,18,68,2
C47044,165,10,12,70,4
C47045,128,7,23,112,2
C47046,126,6,17,112,2
C47047,131,5,14,103,2
C47048,38,2,0,12,0
C48001,82,3,13,117,5
C48002,75,1,3,58,2
C48003,120,13,21,97,3
C48004,150,5,7,81,2
C48005,122,3,9,75,4
C48006,143,17,6,89,4
C48007,93,4,11,110,1
C48008,98,2,12,51,1
C48009,128,9,15,50,4
C48010,141,8,13,167,0
C48011,124,6,15,102,0
C48012,150,9,18,102,4
C48013,229,20,16,96,6
C48014,118,9,12,51,4
C48015,95,8,6,51,6
C48016,128,18,12,94,5
C48017,161,11,8,95,4
C48018,158,23,17,57,9
C48019,92,4,9,77,1
C48020,101,11,12,168,2
C48021,162,37,15,99,4
C48022,202,15,6,94,4
C48023,203,18,25,116,6
C48024,148,9,20,89,2
C48025,116,4,9,133,1
C48026,74,3,10,43,1
C48027,97,5,12,79,4
C48028,215,20,21,82,5
C48029,181,2,10,32,2
C48030,88,6,15,115,4
C48031,146,23,12,110,6
C48032,89,12,10,86,4
C48033,152,3,9,54,2
C48034,114,6,18,112,0
C48035,132,21,10,47,2
C48036,143,6,8,66,1
C48037,77,4,6,137,3
C48038,153,6,5,152,4
C48039,156,10,8,70,3
C48040,95,6,10,105,1
C48041,111,13,19,95,4
C48042,100,4,15,148,3
C48043,147,15,17,91,7
C48044,129,3,15,119,3
C48045,61,6,7,93,3
C48046,107,9,13,65,4
C49001,78,19,4,51,7
C49002,82,5,9,90,1
C49003,127,18,11,154,6
C49004,105,9,21,163,2
C49005,135,31,20,98,8
C49006,98,15,9,98,5
C49007,122,7,17,102,2
C49008,111,6,12,83,4
C49009,123,12,17,114,4
C49010,112,15,12,128,6
C49011,124,14,19,149,7
C49012,122,10,11,150,8
C49013,129,13,16,155,2
C49014,142,19,13,89,5
C49015,84,11,10,80,5
C49016,176,13,13,105,11
C49017,145,11,12,78,2
C49018,122,7,14,186,4
C49019,110,9,6,91,6
C49020,149,16,19,196,5
C49021,94,7,10,56,5
C49022,135,29,10,142,8
C49023,111,9,17,149,7
C49024,95,31,7,75,6
C49025,128,10,21,171,4
C49026,146,23,14,127,5
C49027,118,22,5,111,10
C49028,123,9,17,143,4
C49029,123,11,16,153,10
C49030,123,11,17,123,8
C49031,116,22,10,72,5
C49032,141,30,13,105,6
C49033,92,18,9,106,1
C50001,168,18,5,65,4
C50002,86,6,18,39,0
C50003,142,5,20,77,1
C50004,137,6,11,97,6
C50005,134,9,21,45,3
C50006,150,12,26,72,5
C50007,140,11,23,146,8
C50008,89,12,5,82,4
C50009,96,10,16,75,3
C50010,123,7,19,52,1
C50011,110,8,11,25,3
C50012,98,7,8,16,2
C50013,81,15,12,73,9
C50014,66,5,2,17,0
C50015,136,5,25,124,5
C50016,75,0,6,19,0
C50017,90,14,16,53,2
C50018,66,0,3,4,1
C50019,66,12,17,58,3
C50020,102,10,15,128,0
C50021,75,3,13,76,1
C50022,113,9,16,36,4
C50023,96,5,10,38,3
C50024,140,4,19,46,1
C50025,135,8,14,69,5
C50026,114,9,11,74,2
C50027,62,4,3,19,0
C50028,132,17,12,69,4
C50029,67,14,7,72,5
C50030,86,6,10,66,1
C50031,99,14,5,87,6
C50032,103,16,15,74,1
C50033,131,4,20,41,0
C50034,149,12,15,118,3
C50035,120,9,14,115,3
C50036,116,4,20,98,1
C50037,116,10,16,85,1
C50038,111,6,11,22,3
C50039,97,2,12,37,0
C50040,173,13,26,48,0
C01001,62,5,11,115,2
C01002,56,10,13,109,1
C01003,95,3,15,94,1
C01004,112,4,21,93,2
C01005,90,4,10,64,1
C01006,88,3,17,106,2
C01007,60,2,15,72,5
C01008,118,15,8,81,3
C01009,87,12,13,86,0
C01010,99,5,12,63,3
C01011,73,2,16,87,2
C01012,74,6,34,105,5
C01013,39,2,4,54,1
C01014,112,10,15,82,1
C01015,49,9,24,110,2
C01016,57,3,8,129,0
C01017,73,9,11,110,3
C01018,79,8,10,127,1
C01019,100,0,14,184,4
C01020,50,8,11,116,1
C01021,89,4,5,71,5
C01022,58,2,7,63,1
C01023,100,6,22,174,1
C01024,62,11,5,92,0
C01025,49,9,10,86,3
C01026,48,1,9,100,1
C01027,74,7,14,73,2
C01028,64,16,2,36,14
C01029,105,10,16,90,3
C01030,77,12,5,154,4
C01031,99,10,10,87,3
C01032,82,2,28,83,0
C01033,100,7,19,105,2
C01034,60,3,12,106,0
C01035,98,4,20,94,5
C01036,92,4,29,66,0
C01037,94,1,28,82,1
C01038,70,6,24,120,2
C01039,70,1,14,93,0
C01040,113,12,20,77,5
C01041,46,2,5,96,3
C01042,10,0,6,40,0
C01043,62,8,12,81,7
C01044,54,2,14,72,1
C02001,90,8,12,76,0
C02002,186,7,20,29,1
C02003,95,7,16,72,4
C02004,68,6,31,98,2
C02005,75,6,18,102,1
C02006,65,8,30,91,1
C02007,106,9,13,67,1
C02008,73,7,27,91,1
C02009,125,3,11,28,1
C02010,202,5,23,26,1
C02011,219,2,14,35,2
C02012,148,14,23,53,9
C02013,237,6,33,60,2
C02014,116,13,35,118,6
C02015,99,13,19,69,5
C02016,81,6,13,60,0
C02017,156,9,23,111,3
C02018,169,4,18,39,3
C02019,205,6,7,30,2
C02020,102,4,14,35,0
C02021,107,3,17,105,1
C02022,192,7,23,56,0
C02023,208,2,3,35,0
C02024,156,7,14,33,3
C02025,106,3,25,63,1
C02026,123,17,17,42,2
C02027,176,7,16,29,3
C02028,170,3,19,58,1
C02029,160,5,12,42,1
C02030,149,3,17,40,1
C02031,264,8,22,48,0
C02032,111,5,11,34,4
C02033,269,4,36,62,3
C02034,190,1,17,32,1
C02035,139,7,16,29,2
C02036,162,7,22,31,1
C02037,168,10,29,66,0
C02038,215,4,20,39,1
C02039,143,19,15,32,4
C02040,126,4,17,35,3
C02041,91,5,13,22,1
C02042,139,10,14,39,3
C02043,204,8,21,38,0
C02044,100,2,16,43,0
C02045,161,31,22,59,4
C02046,81,6,9,26,0
C03001,107,80,11,73,29
C03002,230,100,14,68,20
C03003,157,35,14,47,8
C03004,115,49,25,83,20
C03005,88,64,9,30,3
C03006,148,6,39,62,4
C03007,116,67,23,49,17
C03008,84,39,12,50,12
C03009,127,65,14,77,13
C03010,69,38,12,29,7
C03011,94,58,18,66,16
C03012,156,82,16,63,14
C03013,174,14,39,70,6
C03014,115,15,22,41,6
C03015,85,64,16,45,23
C03016,102,67,8,48,17
C03017,123,39,25,63,13
C03018,154,44,42,76,18
C03019,127,7,52,40,0
C03020,109,55,14,61,20
C03021,165,26,46,61,8
C03022,102,7,41,73,3
C03023,128,47,12,36,23
C03024,117,70,6,49,9
C03025,198,9,29,54,0
C03026,218,17,45,76,7
C03027,112,5,50,55,3
C03028,118,77,8,23,17
C03029,123,77,11,52,11
C03030,112,60,21,80,19
C03031,143,67,12,64,13
C03032,153,17,33,57,4
C03033,99,10,33,42,2
C03034,155,30,49,55,7
C03035,48,18,19,26,10
C03036,51,48,10,18,13
C03037,89,51,6,53,21
C03038,178,56,16,47,14
C03039,143,4,28,36,1
C03040,149,35,29,71,19
C03041,142,49,25,42,19
C04001,102,26,27,186,11
C04002,168,14,32,61,4
C04003,109,66,4,71,15
C04004,144,82,16,88,22
C04005,132,50,16,112,15
C04006,215,62,39,81,11
C04007,160,58,22,108,21
C04008,132,84,14,110,23
C04009,191,66,23,153,29
C04010,150,55,22,99,17
C04011,149,58,19,51,20
C04012,111,45,15,94,24
C04013,80,4,22,31,2
C04014,115,55,46,74,17
C04015,152,59,21,102,25
C04016,144,4,24,58,2
C04017,146,5,43,72,2
C04018,149,58,17,74,14
C04019,103,68,15,51,22
C04020,149,8,51,77,7
C04021,125,13,38,61,6
C04022,162,30,14,100,17
C04023,155,28,14,158,15
C04024,116,29,18,83,16
C04025,147,11,37,55,4
C04026,139,76,21,81,15
C04027,103,29,26,143,11
C04028,148,49,28,83,21
C04029,96,51,13,73,13
C04030,167,76,16,66,21
C04031,201,54,20,97,18
C04032,123,53,14,76,15
C04033,136,63,19,110,15
C04034,105,56,15,72,22
C04035,169,57,29,114,23
C04036,121,55,48,90,30
C04037,149,2,56,75,9
C04038,166,44,28,106,14
C05001,102,46,8,51,17
C05002,96,48,6,56,17
C05003,76,8,14,167,10
C05004,128,27,26,100,12
C05005,127,49,7,80,23
C05006,103,56,9,72,11
C05007,146,30,8,72,9
C05008,143,6,10,143,1
C05009,150,33,14,112,12
C05010,83,46,11,64,16
C05011,134,21,13,157,6
C05012,73,50,9,60,8
C05013,108,50,1,78,18
C05014,137,48,15,88,26
C05015,130,36,7,78,14
C05016,126,55,14,53,20
C05017,108,51,5,49,15
C05018,106,25,15,98,18
C05019,106,24,16,165,4
C05020,156,29,19,125,12
C05021,94,22,17,122,8
C05022,221,24,12,103,8
C05023,194,25,28,189,11
C05024,94,32,17,136,11
C05025,125,51,13,86,14
C05026,118,46,12,67,15
C05027,99,3,9,124,1
C05028,141,59,19,96,21
C05029,133,59,18,114,22
C05030,73,46,11,48,12
C05031,96,52,15,52,13
C05032,153,45,24,105,22
C05033,138,63,13,74,33
C05034,177,5,8,142,2
C05035,130,19,17,140,10
C05036,98,58,8,31,20
C05037,188,20,20,122,11
C05038,121,56,9,43,20
C05039,139,8,10,105,7
C05040,102,49,17,62,23
C05041,116,14,9,61,5
C06001,134,55,22,85,24
C06002,132,66,27,50,15
C06003,151,62,11,50,26
C06004,86,49,2,41,14
C06005,68,52,6,43,8
C06006,118,48,18,72,15
C06007,99,61,3,58,19
C06008,130,48,20,74,15
C06009,85,43,7,70,16
C06010,73,34,9,21,7
C06011,90,64,8,52,16
C06012,61,42,3,32,12
C06013,101,44,20,39,14
C06014,104,77,15,52,13
C06015,74,73,8,36,6
C06016,146,67,13,64,20
C06017,81,48,6,31,10
C06018,99,54,7,27,16
C06019,111,64,10,46,12
C06020,58,34,7,26,7
C06021,66,47,3,39,3
C06022,82,44,6,41,8
C06023,59,43,4,33,6
C06024,75,46,5,15,10
C06025,68,38,6,20,12
C06026,62,44,7,27,17
C06027,44,60,5,23,10
C06028,53,40,4,33,6
C06029,149,54,21,78,26
C06030,80,54,10,43,12
C06031,120,50,15,76,23
C06032,107,62,13,60,16
C06033,119,71,6,55,24
C06034,112,55,9,80,16
C06035,109,64,7,67,17
C06036,137,47,12,67,22
C06037,115,86,17,87,20
C06038,125,45,20,93,30
C06039,93,53,10,60,20
C06040,86,53,8,71,17
C06041,119,53,14,54,17
C06042,117,53,18,60,11
C06043,92,58,14,65,11
C06044,123,72,12,65,20
C06045,116,49,19,78,19
C06046,91,50,12,53,11
C06047,72,45,10,49,13
C06048,111,48,10,64,15
C07001,73,51,13,58,12
C07002,91,35,13,51,10
C07003,98,43,7,75,27
C07004,91,51,8,64,21
C07005,91,59,7,52,17
C07006,123,49,10,92,16
C07007,78,44,6,39,12
C07008,138,68,4,28,9
C07009,217,88,15,105,26
C07010,105,54,8,77,14
C07011,108,62,8,45,20
C07012,98,47,9,42,13
C07013,103,39,5,33,14
C07014,97,65,9,57,12
C07015,100,58,12,85,20
C07016,74,40,9,47,14
C07017,66,51,6,50,9
C07018,76,47,16,49,13
C07019,96,53,4,43,24
C07020,82,39,5,31,9
C07021,70,42,3,46,12
C07022,96,39,8,53,11
C07023,115,56,18,70,17
C07024,101,59,12,59,17
C07025,81,50,5,59,8
C07026,88,50,8,49,17
C07027,103,46,11,45,18
C07028,74,44,2,47,9
C07029,107,47,9,33,14
C07030,69,37,8,49,12
C07031,64,17,7,54,6
C07032,196,57,29,81,29
C07033,167,54,15,108,26
C07034,125,69,22,65,32
C07035,91,53,12,68,11
C07036,125,60,16,93,24
C07037,124,46,14,92,21
C07038,87,36,9,35,11
C07039,103,44,4,49,23
C07040,118,58,8,53,15
C07041,96,51,16,48,10
C07042,107,44,6,43,15
C07043,110,61,7,54,8
C07044,96,54,5,44,6
C07045,98,53,8,58,8
C07046,74,24,3,17,8
C08001,74,54,5,35,15
C08002,106,38,16,51,14
C08003,146,68,25,72,18
C08004,146,48,5,78,26
C08005,131,83,15,87,22
C08006,131,45,11,64,13
C08007,144,55,9,98,17
C08008,130,58,22,72,18
C08009,80,31,6,52,13
C08010,145,53,24,113,24
C08011,113,47,11,56,27
C08012,104,50,8,55,11
C08013,138,65,8,58,17
C08014,43,43,2,32,7
C08015,100,62,11,42,12
C08016,33,16,2,17,4
C08017,111,40,14,62,16
C08018,105,51,6,36,10
C08019,118,77,24,98,23
C08020,114,73,14,54,27
C08021,111,65,13,67,26
C08022,99,67,8,40,21
C08023,89,42,12,51,11
C08024,76,29,12,39,14
C08025,114,50,1,52,13
C08026,109,51,7,49,16
C08027,122,59,15,85,17
C08028,120,67,7,63,19
C08029,108,64,9,89,16
C08030,119,69,12,71,16
