prec_id,black,hispanic,asian,white,other
C25005,24,512,7,109,9
C25006,1,2,225,5,2
C25007,10,566,5,90,3
C25008,16,641,0,63,5
C25009,53,602,4,74,3
C25010,51,38,56,404,7
C25011,10,647,4,75,2
C25012,16,500,6,96,5
C25013,5,678,2,54,1
C25014,15,29,368,38,8
C25015,10,590,3,59,2
C25016,15,28,69,392,6
C25017,99,488,18,145,10
C25018,37,17,463,27,6
C25019,15,670,5,74,10
C25020,490,15,5,25,8
C25021,91,50,171,423,22
C25022,13,605,5,58,5
C25023,28,646,11,96,7
C25024,20,606,8,85,10
C25025,22,64,187,295,11
C25026,10,614,3,68,4
C25027,67,51,100,298,14
C25028,22,626,7,81,9
C25029,457,40,11,85,12
C25030,9,587,4,69,9
C25031,24,30,83,398,14
C25032,5,405,97,77,7
C26001,22,158,5,291,3
C26002,130,277,0,32,1
C26003,10,87,6,371,6
C26004,106,260,0,11,0
C26005,101,267,0,67,3
C26006,25,377,1,34,4
C26007,46,240,4,107,5
C26008,9,215,1,18,6
C26009,47,347,3,25,3
C26010,117,263,8,75,5
C26011,12,408,2,34,5
C26012,76,316,4,84,11
C26013,29,284,4,10,1
C26014,15,312,0,13,3
C26015,31,211,0,16,0
C26016,26,241,2,6,2
C26017,3,64,4,287,5
C26018,22,354,2,20,2
C26019,103,198,0,4,5
C26020,87,199,13,149,12
C26021,171,305,1,98,5
C26022,19,267,1,5,1
C26023,15,270,0,19,7
C26024,54,346,5,32,3
C26025,62,278,3,74,5
C26026,84,149,3,71,6
C26027,98,286,19,110,8
C26028,9,185,10,300,15
C26029,45,194,2,23,2
C26030,87,214,6,59,4
C26031,21,208,1,11,3
C26032,13,169,15,261,10
C26033,72,209,7,170,7
C26034,66,283,7,183,11
C26035,65,299,5,100,3
C26036,17,129,8,267,6
C26037,52,389,3,69,4
C26038,32,221,0,5,1
C26039,13,188,10,242,3
C26040,28,215,1,21,1
C26041,135,340,3,52,9
C26042,39,261,3,67,5
C26043,15,251,0,8,0
C26044,27,252,0,4,0
C26045,36,163,2,8,1
C26046,7,56,6,203,3
C26047,16,278,2,9,2
C26048,69,155,20,185,14
C26049,12,258,4,8,0
C27001,16,27,40,338,15
C27002,296,25,24,250,13
C27003,305,50,1,4,3
C27004,246,34,1,31,9
C27005,274,119,0,10,8
C27006,272,12,28,114,6
C27007,43,243,21,358,12
C27008,439,26,1,14,5
C27009,56,12,16,127,6
C27010,407,42,86,121,25
C27011,52,23,30,279,10
C27012,6,14,17,253,5
C27013,521,71,8,209,15
C27014,314,14,0,7,1
C27015,361,23,0,1,1
C27016,64,19,24,289,7
C27017,475,33,11,43,7
C27018,442,17,2,21,6
C27019,307,73,0,8,3
C27020,479,11,0,1,4
C27021,50,21,39,282,8
C27022,302,59,0,6,0
C27023,445,19,0,6,3
C27024,246,179,0,9,0
C27025,308,33,20,99,15
C27026,440,26,3,32,9
C27027,433,50,18,101,10
C27028,93,24,41,109,8
C27029,308,124,0,7,5
C27030,306,18,0,12,4
C27031,363,76,0,17,4
C27032,333,40,23,55,9
C27033,180,26,24,221,13
C27034,527,29,0,8,8
C27035,32,48,25,329,14
C27036,268,43,10,84,9
C27037,303,39,28,239,12
C27038,223,51,79,438,22
C27039,373,31,4,38,12
C27040,146,137,17,298,14
C27041,524,25,10,23,10
C27042,107,17,15,189,5
C27043,404,27,13,36,7
C27044,456,24,1,4,6
C27045,46,28,70,437,30
C27046,10,12,20,255,11
C27047,388,14,1,79,6
C27048,486,50,28,120,11
C27049,381,12,1,6,4
C27050,489,23,1,5,4
C28001,458,4,1,0,3
C28002,418,20,2,22,10
C28003,410,12,0,7,5
C28004,29,24,129,161,10
C28005,271,16,0,44,1
C28006,86,36,19,155,7
C28007,505,12,0,3,10
C28008,16,23,40,206,9
C28009,512,1,0,4,5
C28010,274,35,61,190,19
C28011,377,223,70,161,18
C28012,536,11,0,0,7
C28013,517,13,0,7,7
C28014,505,7,0,2,2
C28015,203,2,0,0,0
C28016,336,0,0,0,3
C28017,434,8,0,4,3
C28018,314,18,52,32,4
C28019,80,149,83,130,18
C28020,472,20,2,20,6
C28021,424,12,0,0,1
C28022,405,13,0,16,2
C28023,590,14,0,1,7
C28024,436,10,0,6,5
C28025,624,11,2,16,8
C28026,540,7,0,2,7
C28027,26,38,135,271,13
C28028,19,64,91,352,13
C28029,191,26,4,15,2
C28030,82,7,0,4,0
C28031,683,8,0,28,1
C28032,477,13,0,15,4
C28033,550,23,0,0,10
C28034,654,162,5,29,8
C28035,572,16,0,11,7
C28036,337,4,0,1,3
C28037,655,16,0,10,13
C28038,243,41,0,2,1
C28039,399,1,0,1,2
C28040,644,5,0,0,4
C28041,373,11,0,3,3
C28042,548,10,0,3,1
C28043,668,10,0,1,6
C28044,366,3,0,3,2
C28045,81,38,24,203,9
C28046,134,201,198,243,17
C29001,203,189,22,317,14
C29002,928,12,0,3,7
C29003,715,5,0,4,10
C29004,618,90,2,6,4
C29005,528,28,0,5,3
C29006,473,65,1,8,5
C29007,382,97,18,94,6
C29008,461,14,0,4,7
C29009,148,175,12,359,10
C29010,292,124,32,355,11
C29011,366,2,0,3,3
C29012,610,97,2,30,6
C29013,622,26,1,24,12
C29014,665,3,0,4,6
C29015,631,91,0,19,6
C29016,694,4,0,0,7
C29017,528,82,1,4,7
C29018,539,19,6,62,8
C29019,548,26,9,66,17
C29020,717,24,4,68,16
C29021,768,12,0,3,4
C29022,309,115,20,79,6
C29023,69,192,19,295,16
C29024,481,90,0,9,2
C29025,640,41,11,17,8
C29026,556,26,3,60,11
C29027,522,32,0,3,5
C29028,789,8,0,2,16
C29029,5,144,17,307,5
C29030,227,232,20,266,7
C29031,5,104,11,328,6
C29032,0,97,11,338,6
C29033,505,14,0,16,7
C29034,169,142,26,51,3
C29035,450,20,0,7,7
C29036,482,68,0,4,12
C29037,519,33,6,32,11
C29038,23,235,9,229,4
C29039,7,215,13,235,5
C29040,676,34,2,21,14
C29041,521,39,0,4,6
C29042,680,5,0,5,12
C29043,329,209,27,174,15
C29044,726,34,1,41,14
C30001,15,329,17,182,8
C30002,11,313,13,199,5
C30003,13,234,15,133,6
C30004,6,254,11,210,3
C30005,8,320,5,49,3
C30006,29,327,4,78,1
C30007,5,348,14,167,10
C30008,12,337,19,210,8
C30009,4,210,19,201,6
C30010,13,440,12,97,4
C30011,11,406,4,37,3
C30012,7,321,17,96,5
C30013,7,275,34,109,5
C30014,5,299,6,40,2
C30015,11,147,26,324,18
C30016,3,183,13,50,6
C30017,5,216,26,258,6
C30018,10,417,7,119,7
C30019,8,439,1,56,5
C30020,7,330,16,171,11
C30021,4,185,24,189,6
C30022,7,485,12,143,6
C30023,17,324,18,170,6
C30024,6,336,8,206,6
C30025,20,341,12,250,7
C30026,1,213,16,63,5
C30027,7,160,9,128,2
C30028,15,290,17,220,9
C30029,11,235,5,49,4
C30030,4,178,8,28,2
C30031,4,191,39,108,4
C30032,11,172,41,162,5
C31001,7,335,2,29,2
C31002,12,291,3,48,1
C31003,2,251,12,106,1
C31004,24,367,4,109,4
C31005,13,267,24,84,6
C31006,6,273,7,73,5
C31007,17,354,6,116,10
C31008,8,185,8,58,3
C31009,3,326,10,65,3
C31010,7,279,5,56,1
C31011,8,195,8,91,5
C31012,4,209,11,92,3
C31013,13,342,5,44,3
C31014,3,188,8,124,4
C31015,4,200,3,98,1
C31016,8,389,3,106,7
C31017,10,263,7,78,2
C31018,9,316,5,39,3
C31019,3,223,17,82,0
C31020,10,282,4,49,5
C31021,6,332,5,36,3
C31022,12,299,1,20,2
C31023,3,255,5,72,3
C31024,10,365,9,53,1
C31025,2,219,2,100,1
C31026,5,340,11,69,4
C31027,4,314,12,50,3
C31028,9,275,0,47,4
C31029,16,386,8,54,3
C31030,4,222,5,34,2
C31031,3,216,2,173,2
C31032,12,256,3,52,1
C31033,4,190,7,136,2
C31034,7,209,8,121,6
C31035,4,343,2,70,2
C31036,5,285,13,99,3
C31037,7,286,4,47,4
C31038,8,356,0,26,3
C31039,18,335,5,45,3
C31040,27,317,8,55,4
C31041,9,328,5,17,4
C32001,22,232,30,279,14
C32002,15,48,37,389,11
C32003,32,285,20,425,18
C32004,6,61,28,448,5
C32005,7,88,22,447,12
C32006,7,38,34,412,12
C32007,10,34,21,440,7
C32008,8,27,15,457,7
C32009,30,147,20,359,9
C32010,11,48,18,399,15
C32011,55,187,19,410,17
C32012,43,268,12,262,7
C32013,10,60,31,389,13
C32014,28,159,38,410,17
C32015,9,48,14,423,10
C32016,22,97,20,435,8
C32017,21,250,21,400,22
C32018,6,47,18,348,9
C32019,13,100,18,394,7
C32020,40,393,27,276,13
C32021,7,61,30,505,10
C32022,71,342,17,414,12
C32023,4,35,20,460,6
C32024,4,13,25,240,9
C32025,4,70,15,385,10
C32026,12,192,25,453,16
C32027,7,47,36,376,10
C32028,34,252,25,359,13
C32029,6,142,24,479,15
C32030,5,23,25,328,10
C32031,14,80,26,417,13
C32032,12,93,32,391,8
C32033,11,63,31,416,7
C32034,10,76,16,424,10
C32035,6,71,24,370,15
C32036,6,47,40,454,14
C32037,13,79,30,347,8
C32038,21,89,25,331,10
C32039,3,19,22,399,8
C32040,9,57,29,487,15
C32041,5,76,17,401,8
C32042,11,62,21,396,12
C32043,19,223,13,366,8
C33001,19,525,63,125,10
C33002,37,435,153,238,25
C33003,35,500,84,216,17
C33004,14,493,38,242,19
C33005,20,304,22,206,13
C33006,10,415,55,166,16
C33007,35,394,155,155,18
C33008,23,291,73,604,23
C33009,18,337,46,310,21
C33010,11,233,66,364,12
C33011,21,390,61,266,19
C33012,15,385,58,258,22
C33013,6,517,23,173,10
C33014,10,246,2,73,4
C33015,36,536,86,184,16
C33016,25,539,88,331,23
C33017,25,437,65,256,15
C33018,85,397,109,237,21
C33019,24,360,25,266,14
C33020,15,494,77,228,18
C33021,13,412,38,251,20
C33022,37,397,86,266,21
C33023,33,315,38,350,24
C33024,18,116,47,846,19
C33025,39,346,55,363,26
C33026,22,303,22,203,10
C33027,29,344,79,174,24
C33028,16,417,12,187,10
C34001,699,9,0,0,10
C34002,537,6,0,6,8
C34003,635,14,0,0,4
C34004,508,0,0,1,7
C34005,535,5,0,0,4
C34006,712,6,0,4,7
C34007,693,1,0,0,2
C34008,499,6,0,1,11
C34009,489,7,0,1,8
C34010,623,2,0,3,8
C34011,515,2,0,1,7
C34012,675,7,0,5,9
C34013,621,17,1,7,9
C34014,493,9,0,1,9
C34015,474,14,0,1,5
C34016,488,4,0,1,7
C34017,753,9,0,3,3
C34018,496,4,0,1,4
C34019,652,16,1,8,8
C34020,739,15,0,2,8
C34021,777,7,0,1,10
C34022,612,2,0,1,3
C34023,498,7,0,2,1
C34024,545,10,0,1,19
C34025,697,13,0,2,5
C34026,664,5,0,2,5
C34027,515,10,1,8,3
C34028,433,6,0,0,7
C34029,497,4,0,2,2
C34030,633,2,0,2,0
C34031,495,5,0,2,7
C34032,590,2,6,0,6
C34033,507,8,0,1,3
C34034,676,6,0,0,6
C34035,666,2,0,1,3
C34036,576,4,2,4,6
C34037,390,12,0,2,2
C34038,360,5,0,1,3
C34039,488,2,0,0,0
C34040,663,5,0,4,4
C34041,438,4,0,5,2
C34042,606,12,0,3,9
C34043,586,12,0,0,9
C34044,612,13,0,9,4
C34045,650,4,0,6,9
C34046,419,7,2,1,0
C34047,563,2,0,6,7
C34048,698,2,0,0,1
C34049,724,11,0,14,9
C34050,506,8,1,2,9
C34051,512,141,0,13,16
C34052,517,4,0,0,3
C34053,414,0,0,4,3
C35001,23,402,26,131,9
C35002,32,362,7,292,8
C35003,53,440,6,76,4
C35004,8,379,38,169,12
C35005,48,369,10,109,11
C35006,9,396,9,104,5
C35007,50,415,11,158,9
C35008,26,430,8,139,5
C35009,39,335,82,153,18
C35010,53,306,20,440,25
C35011,14,506,13,109,7
C35012,17,379,0,14,3
C35013,20,387,1,12,1
C35014,14,449,0,39,3
C35015,22,481,11,176,11
C35016,5,399,1,16,1
C35017,61,339,18,193,8
C35018,3,499,4,20,4
C35019,13,356,2,19,1
C35020,31,313,47,87,10
C35021,13,468,2,69,4
C35022,45,385,44,145,15
C35023,24,368,42,170,11
C35024,13,386,25,111,11
C35025,50,300,24,320,20
C35026,13,296,20,156,9
C35027,14,372,37,103,12
C35028,14,386,10,160,6
C35029,15,338,81,60,14
C35030,24,342,126,73,20
C35031,19,353,40,207,18
C36001,14,364,21,130,9
C36002,34,427,10,25,1
C36003,43,340,10,88,5
C36004,52,421,29,36,2
C36005,63,450,6,35,2
C36006,20,394,6,27,5
C36007,3,138,21,459,14
C36008,13,389,2,25,1
C36009,26,398,3,25,2
C36010,17,308,32,170,5
C36011,5,350,0,29,1
C36012,20,322,0,20,2
C36013,16,336,1,17,2
C36014,3,228,23,263,9
C36015,2,199,15,355,11
C36016,4,240,24,244,6
C36017,6,210,33,324,6
C36018,1,193,21,284,6
C36019,11,385,15,181,7
C36020,2,220,30,245,7
C36021,21,417,2,37,2
C36022,15,359,2,14,4
C36023,17,410,10,21,5
C36024,2,224,20,258,4
C36025,10,462,0,22,0
C36026,4,122,15,269,4
C36027,10,267,10,178,8
C36028,5,159,14,285,4
C36029,2,264,23,309,3
C36030,5,189,30,289,6
C37001,463,8,0,14,2
C37002,158,193,0,5,1
C37003,373,56,0,4,4
C37004,321,159,1,14,2
C37005,596,28,0,10,4
C37006,538,55,3,6,2
C37007,241,179,1,8,1
C37008,254,150,1,5,1
C37009,572,10,4,8,6
C37010,349,258,8,27,2
C37011,415,4,0,4,6
C37012,189,229,1,12,10
C37013,348,71,0,2,3
C37014,432,113,9,11,3
C37015,597,28,0,2,9
C37016,389,205,3,13,12
C37017,485,14,0,5,8
C37018,558,26,0,1,1
C37019,274,166,0,6,3
C37020,406,43,0,7,5
C37021,255,224,0,12,4
C37022,250,258,1,11,3
C37023,583,31,0,1,7
C37024,456,103,2,7,3
C37025,532,30,0,5,4
C37026,529,169,15,17,8
C37027,519,18,0,1,1
C37028,320,130,3,11,6
C37029,550,51,0,5,5
C37030,537,18,0,13,5
C37031,527,98,6,2,10
C37032,496,33,3,2,3
C37033,579,29,0,0,3
C37034,531,26,0,0,5
C37035,575,35,0,6,6
C37036,507,25,3,4,5
C37037,582,23,3,13,3
C37038,631,38,0,1,2
C37039,529,27,0,0,0
C37040,599,41,2,2,2
C37041,466,102,2,10,6
C38001,6,190,24,260,11
C38002,0,30,17,581,0
C38003,2,115,26,377,5
C38004,3,113,28,414,5
C38005,5,133,19,382,5
C38006,5,106,31,366,5
C38007,2,74,15,447,3
C38008,12,145,11,318,5
C38009,1,121,13,468,5
C38010,1,137,34,285,8
C38011,2,130,17,320,10
C38012,3,32,6,487,4
C38013,4,106,25,447,5
C38014,1,130,40,373,9
C38015,5,165,21,313,10
C38016,0,145,16,366,4
C38017,0,123,16,462,9
C38018,1,91,43,396,5
C38019,18,76,30,405,6
C38020,2,77,12,433,6
C38021,9,147,25,268,5
C38022,1,115,13,371,10
C38023,5,209,15,367,10
C38024,1,70,29,511,12
C38025,4,99,18,306,8
C38026,5,99,45,379,5
C38027,1,133,5,409,6
C38028,5,92,16,507,9
C38029,4,106,9,413,4
C38030,0,99,8,426,4
C38031,5,168,10,380,11
C38032,2,127,28,327,4
C38033,9,177,25,280,8
C38034,12,177,28,311,9
C38035,6,264,12,303,10
C38036,3,129,38,304,8
C38037,2,188,29,340,14
C38038,0,128,26,331,4
C38039,4,203,20,381,10
C38040,4,167,32,334,4
C38041,5,144,9,380,10
C39001,0,72,38,434,12
C39002,0,32,199,397,8
C39003,10,149,41,401,10
C39004,3,52,38,429,20
C39005,6,164,139,284,22
C39006,9,268,48,235,17
C39007,15,173,97,239,13
C39008,8,280,155,231,28
C39009,7,158,90,291,40
C39010,12,148,45,104,7
C39011,6,197,124,228,9
C39012,25,302,173,190,36
C39013,25,108,165,194,16
C39014,10,145,56,229,23
C39015,4,50,123,443,18
C39016,22,102,155,133,23
C39017,5,172,51,417,18
C39018,5,105,120,351,22
C39019,8,159,59,348,9
C39020,6,85,25,521,14
C39021,2,83,21,346,13
C39022,20,123,136,153,14
C39023,3,59,20,503,13
C39024,5,83,72,558,17
C39025,56,81,48,257,18
C39026,0,45,140,357,16
C39027,0,12,2,105,1
C39028,28,260,44,392,17
C39029,22,87,85,91,9
C39030,49,174,153,312,35
C39031,16,290,62,133,17
C39032,5,37,170,255,19
C39033,22,96,97,362,20
C39034,38,153,63,356,21
C39035,24,127,152,276,32
C39036,2,18,40,134,21
C39037,13,53,50,497,21
C39038,3,37,69,249,3
C39039,3,107,35,209,11
C39040,8,62,98,307,15
C39041,4,74,64,492,18
C39042,4,46,62,513,15
C39043,0,48,45,484,21
C39044,1,35,32,411,3
C39045,2,57,26,468,15
C40001,18,101,122,246,10
C40002,36,132,113,241,11
C40003,13,152,54,471,26
C40004,24,93,122,117,8
C40005,24,150,93,336,15
C40006,23,172,31,489,19
C40007,3,152,43,477,9
C40008,42,173,48,530,21
C40009,76,88,131,183,11
C40010,71,147,179,182,20
C40011,16,168,73,368,20
C40012,10,92,25,298,17
C40013,41,159,41,631,22
C40014,25,94,114,240,19
C40015,33,133,108,238,23
C40016,16,164,54,513,27
C40017,40,102,126,272,12
C40018,83,108,116,164,17
C40019,69,218,140,317,20
C40020,64,143,80,272,16
C40021,23,206,58,454,17
C40022,26,223,71,255,19
C40023,48,205,79,443,20
C40024,23,78,154,208,14
C40025,29,168,56,482,23
C40026,27,151,71,449,19
C40027,96,302,95,348,21
C40028,141,260,37,297,16
C40029,16,95,137,355,20
C40030,6,58,131,421,11
C40031,36,187,68,407,18
C40032,27,190,44,412,22
C40033,19,123,76,446,14
C40034,11,79,129,295,22
C40035,40,62,106,214,12
C40036,59,153,41,315,10
C40037,81,264,98,187,15
C40038,14,109,47,584,20
C40039,30,68,25,50,1
C41001,3,55,22,477,8
C41002,0,39,9,567,10
C41003,2,98,36,420,7
C41004,3,41,5,619,4
C41005,1,57,7,548,7
C41006,4,28,14,685,2
C41007,1,35,14,631,7
C41008,0,42,12,516,6
C41009,3,56,102,443,14
C41010,1,24,10,638,1
C41011,0,47,24,572,7
C41012,8,81,48,442,9
C41013,0,62,23,536,8
C41014,0,52,23,633,9
C41015,1,73,24,606,20
C41016,1,64,22,440,11
C41017,1,38,11,504,10
C41018,0,58,12,472,9
C41019,3,34,51,613,10
C41020,2,61,28,388,2
C41021,2,79,4,495,7
C41022,2,60,10,543,8
C41023,3,41,17,477,10
C41024,1,72,31,410,7
C41025,7,37,19,256,7
C41026,1,73,12,526,13
C41027,8,50,15,321,4
C41028,29,47,79,328,13
C41029,12,31,33,260,7
C41030,1,64,20,504,8
C41031,0,44,15,619,3
C41032,3,39,20,409,7
C41033,4,59,40,438,8
C41034,0,42,30,402,15
C41035,1,87,21,552,10
C41036,2,58,34,453,4
C41037,4,58,28,542,5
C41038,0,78,32,412,5
C41039,15,50,36,531,10
C41040,0,38,27,580,7
C41041,4,62,25,489,5
C41042,2,23,14,546,1
C41043,0,71,42,491,4
C41044,0,56,18,562,6
C41045,2,53,31,437,9
C41046,3,78,21,578,7
C41047,3,45,47,492,19
C42001,7,25,18,546,8
C42002,23,33,119,290,14
C42003,42,28,137,303,20
C42004,71,45,144,495,23
C42005,9,10,30,277,6
C42006,65,41,126,473,25
C42007,15,24,131,426,16
C42008,44,33,88,404,13
C42009,35,49,126,347,15
C42010,25,37,104,370,15
C42011,27,17,52,309,9
C42012,20,17,32,332,9
C42013,60,28,76,481,9
C42014,15,20,52,327,9
C42015,10,15,34,265,5
C42016,13,30,114,349,15
C42017,11,15,27,443,7
C42018,19,22,60,339,8
C42019,20,28,39,497,11
C42020,9,16,62,290,10
C42021,16,22,84,281,8
C42022,8,14,43,199,7
C42023,10,15,62,323,8
C42024,18,25,36,441,6
C42025,26,26,105,347,11
C42026,16,27,119,376,12
C42027,32,32,50,365,10
C42028,96,32,193,387,10
C42029,21,30,102,282,12
C42030,11,18,77,380,15
C42031,27,34,78,367,8
C42032,17,64,45,268,11
C42033,58,40,77,425,15
C42034,12,17,35,423,10
C42035,28,40,164,501,22
C42036,32,36,95,442,17
C42037,5,17,32,237,6
C42038,6,17,50,337,8
C42039,41,28,51,290,13
C42040,36,53,116,320,17
C42041,35,30,150,242,14
C42042,54,45,141,370,23
C43001,53,12,12,244,12
C43002,3,19,26,482,9
C43003,6,17,24,516,12
C43004,7,17,25,486,11
C43005,7,12,15,401,7
C43006,3,16,12,302,11
C43007,29,26,15,348,7
C43008,30,25,25,375,12
C43009,45,29,28,545,18
C43010,12,24,14,531,10
C43011,2,12,8,376,6
C43012,6,13,23,309,9
C43013,20,38,46,489,11
C43014,8,24,18,519,12
C43015,12,31,29,472,16
C43016,9,30,32,462,12
C43017,6,12,15,376,5
C43018,5,20,12,530,10
C43019,5,28,20,561,7
C43020,10,30,42,582,13
C43021,21,24,41,504,13
C43022,17,18,18,275,7
C43023,12,10,12,272,4
C43024,45,22,19,307,7
C43025,6,15,45,462,6
C43026,4,14,30,376,16
C43027,12,33,27,477,11
C43028,32,41,51,551,10
C43029,4,28,23,462,13
C43030,19,34,33,569,8
C43031,42,63,24,491,12
C43032,20,21,48,543,15
C43033,8,22,19,555,8
C43034,7,17,29,399,9
C43035,12,20,24,586,8
C43036,7,15,21,204,4
C43037,19,32,60,469,14
C43038,8,12,17,445,6
C43039,34,41,24,460,14
C43040,8,23,32,320,8
C43041,27,52,38,599,16
C43042,12,25,33,405,13
C43043,8,21,23,576,6
C43044,9,25,40,471,8
C43045,31,19,19,303,13
C43046,4,11,11,244,5
C44001,38,69,63,792,23
C44002,5,34,19,476,11
C44003,14,34,32,446,11
C44004,13,41,43,596,11
C44005,40,42,64,461,13
C44006,11,40,37,583,16
C44007,6,11,46,429,9
C44008,21,38,68,565,17
C44009,10,29,13,375,8
C44010,11,26,18,431,11
C44011,5,31,26,479,5
C44012,23,41,50,535,13
C44013,5,17,14,364,4
C44014,16,40,57,359,8
C44015,22,40,36,464,13
C44016,7,46,23,537,9
C44017,23,64,62,659,19
C44018,35,34,27,421,13
C44019,21,55,69,611,15
C44020,8,36,39,426,11
C44021,18,41,35,561,25
C44022,14,48,46,603,10
C44023,21,26,52,393,11
C44024,10,29,48,458,17
C44025,8,36,26,465,7
C44026,18,48,31,538,17
C44027,9,41,21,531,10
C44028,60,66,63,479,17
C44029,12,32,25,492,10
C44030,5,31,15,534,10
C44031,18,36,13,461,10
C44032,14,45,23,553,15
C44033,17,41,32,564,15
C44034,21,52,63,512,12
C44035,26,39,53,650,16
C44036,12,36,28,504,8
C44037,22,48,44,573,16
C44038,8,27,25,446,11
C44039,9,29,31,418,9
C44040,11,26,24,504,9
C44041,45,47,58,547,18
C45001,10,172,25,291,5
C45002,19,231,28,241,15
C45003,26,151,27,343,11
C45004,21,209,16,488,17
C45005,35,112,25,455,15
C45006,31,135,29,550,19
C45007,15,214,61,523,25
C45008,20,266,38,259,12
C45009,6,301,23,273,11
C45010,12,274,24,312,13
C45011,14,136,19,283,13
C45012,13,216,25,299,13
C45013,7,227,22,340,10
C45014,13,235,47,443,23
C45015,8,232,20,561,30
C45016,8,118,25,360,21
C45017,2,94,36,486,7
C45018,1,162,28,410,6
C45019,7,35,29,248,6
C45020,4,91,29,254,4
C45021,3,110,35,397,7
C45022,6,118,38,369,11
C45023,1,104,37,417,6
C45024,7,83,45,334,17
C45025,8,76,31,277,3
C45026,0,54,32,226,4
C45027,0,69,55,388,7
C45028,4,112,23,325,7
C45029,3,46,22,280,6
C45030,6,162,145,204,11
C45031,5,142,51,265,24
C45032,5,165,74,241,15
C45033,1,91,86,211,6
C45034,6,177,70,367,18
C45035,12,139,76,415,16
C45036,8,105,51,472,10
C45037,10,131,75,318,13
C45038,3,125,49,304,6
C45039,5,85,45,400,14
C45040,3,105,33,429,7
C45041,6,111,40,401,12
C45042,1,106,23,475,8
C45043,5,71,35,472,13
C45044,2,61,34,457,5
C45045,3,71,17,294,4
C45046,5,56,33,284,5
C45047,0,64,43,321,4
C45048,0,38,27,337,4
C46001,202,89,19,244,19
C46002,171,113,26,295,21
C46003,51,46,46,638,15
C46004,119,111,101,329,12
C46005,18,46,25,549,10
C46006,186,117,125,197,12
C46007,74,67,56,643,19
C46008,215,89,84,150,16
C46009,63,66,39,511,17
C46010,19,52,22,676,19
C46011,89,62,36,405,15
C46012,157,81,31,407,27
C46013,56,42,43,488,16
C46014,439,72,101,137,28
C46015,45,37,34,489,15
C46016,85,158,40,418,21
C46017,66,69,109,490,22
C46018,33,45,83,482,15
C46019,19,32,61,360,6
C46020,220,60,32,289,23
C46021,121,42,125,153,8
C46022,163,51,60,254,13
C46023,216,79,20,226,22
C46024,33,41,54,570,16
C46025,209,86,38,295,20
C46026,110,121,26,350,23
C46027,54,140,30,496,13
C46028,39,60,41,584,15
C46029,124,43,57,321,17
C46030,163,132,35,335,15
C46031,35,44,41,487,13
C46032,231,156,156,185,19
C46033,16,46,31,653,16
C46034,70,125,22,460,12
C46035,206,71,55,460,14
C46036,17,51,46,507,13
C46037,168,52,102,143,11
C46038,195,75,29,268,14
C46039,24,34,66,488,11
C46040,203,44,41,317,14
C47001,3,31,14,297,5
C47002,4,46,43,632,21
C47003,18,128,74,546,11
C47004,4,51,23,599,12
C47005,54,123,42,485,24
C47006,8,62,33,553,11
C47007,13,84,39,431,12
C47008,14,88,26,514,17
C47009,7,51,11,427,15
C47010,34,136,55,559,21
C47011,25,50,23,435,11
C47012,12,98,24,568,17
C47013,12,127,38,499,15
C47014,20,76,58,451,12
C47015,54,107,127,537,21
C47016,8,107,38,537,18
C47017,9,116,38,442,17
C47018,24,93,22,494,16
C47019,18,128,159,500,26
C47020,8,111,45,501,18
C47021,24,119,40,451,8
C47022,9,88,25,637,27
C47023,23,94,111,503,19
C47024,9,66,17,480,15
C47025,32,128,25,482,22
C47026,18,152,45,562,19
C47027,6,59,24,476,8
C47028,11,137,28,521,19
C47029,13,72,21,557,12
C47030,46,222,70,427,13
C47031,26,173,41,404,24
C47032,22,140,42,576,20
C47033,8,59,24,469,8
C47034,41,109,40,587,20
C47035,13,59,22,515,21
C47036,22,136,47,583,17
C47037,16,84,39,571,12
C47038,10,99,51,487,25
C47039,17,72,31,567,13
C47040,33,66,43,565,19
C47041,33,124,30,565,20
C47042,8,101,44,484,23
C47043,3,65,25,464,10
C47044,16,62,67,454,13
C47045,13,85,23,571,14
C47046,12,93,28,460,17
C47047,12,55,18,601,20
C47048,16,20,2,59,3
C48001,65,122,47,331,17
C48002,0,27,42,255,10
C48003,177,131,61,354,22
C48004,82,130,77,354,14
C48005,10,11,19,395,8
C48006,175,146,93,319,22
C48007,20,109,75,428,20
C48008,25,23,51,261,0
C48009,38,37,116,259,15
C48010,18,79,118,657,35
C48011,6,33,57,484,18
C48012,147,117,38,462,24
C48013,90,70,105,575,19
C48014,0,29,0,385,0
C48015,80,31,72,226,9
C48016,211,120,60,250,19
C48017,111,59,111,377,26
C48018,183,57,80,254,21
C48019,70,67,31,302,11
C48020,70,164,54,480,22
C48021,217,204,142,228,29
C48022,82,71,101,383,13
C48023,93,72,374,237,23
C48024,114,51,71,401,20
C48025,32,57,24,527,22
C48026,40,27,31,237,10
C48027,104,68,125,449,21
C48028,135,60,134,401,24
C48029,17,6,26,379,8
C48030,36,55,66,435,20
C48031,282,141,110,319,27
C48032,182,91,50,305,28
C48033,35,36,49,323,6
C48034,57,63,23,457,13
C48035,148,50,123,175,15
C48036,43,32,75,313,13
C48037,51,183,61,353,17
C48038,44,84,104,512,30
C48039,58,42,87,366,18
C48040,46,115,30,393,23
C48041,214,165,70,290,22
C48042,86,218,52,390,12
C48043,188,70,143,285,24
C48044,27,247,62,438,23
C48045,70,94,52,297,13
