prec_id,Donald J. Trump,Gary Johnson,Hillary Clinton,Jill Stein (Write-In),Write-In (Miscellaneous),JIll Stein (Write-In)
rockingham_MS,2336,119,2813,6,32,
rockingham_SE,1608,38,1118,4,10,
rockingham_HU,2165,69,622,6,29,
rockingham_HO,925,22,354,3,14,
rutherford_13,1479,67,1131,1,25,
rutherford_05A,1323,33,385,1,6,
rutherford_18,1045,45,365,0,18,
rutherford_OS-BOE PAPER,0,0,0,0,0,
rutherford_CURBSIDE,0,0,0,0,0,
rutherford_30,1312,44,881,0,18,
rutherford_11,3053,64,608,6,31,
rutherford_29,952,24,351,0,5,
rutherford_OS-ELLENBORO PAPER,0,0,0,0,0,
rutherford_06A,995,42,595,9,15,
rutherford_34,809,14,149,0,10,
rutherford_16A,1466,32,323,3,18,
rutherford_OS-ANNEX PAPER,0,0,0,0,0,
rutherford_03A,1279,25,177,1,10,
rutherford_09A,1949,31,325,5,26,
rutherford_04A,1174,33,299,4,7,
rutherford_28,785,13,295,0,9,
rutherford_27,1599,78,719,4,25,
rutherford_10A,691,18,129,1,7,
rutherford_ABSENTEE,0,0,0,4,-4,
rutherford_19,998,22,244,0,9,
rutherford_14,962,39,536,0,26,
pitt_0800A,290,5,177,2,5,
pitt_0200A,290,16,174,0,8,
pitt_0800B,276,18,192,0,5,
pitt_1403A1,274,21,158,1,6,
randolph_AW,2351,113,1319,3,57,
randolph_DR,2361,62,493,2,11,
randolph_AS,2085,62,706,10,26,
randolph_PR,3316,85,587,2,26,
randolph_RN,2829,104,810,17,15,
randolph_RM,1301,38,590,3,10,
randolph_LC,1301,26,309,2,10,
randolph_ST,1126,23,249,1,5,
randolph_SW,1653,35,203,0,15,
randolph_SE,1228,22,215,1,13,
randolph_AN,1491,70,745,8,13,
randolph_NM,2526,61,390,1,21,
randolph_SO,2082,41,389,3,12,
randolph_TR,4546,110,925,1,43,
randolph_LB,1193,37,663,5,13,
randolph_TB,1711,34,190,2,6,
randolph_AR,4413,148,1125,13,36,
randolph_TT,2467,44,352,1,11,
randolph_GR,2068,65,464,5,14,
randolph_UG,4061,120,901,8,43,
randolph_BC,1856,39,267,2,18,
randolph_AE,1465,64,1302,12,28,
robeson_11,822,24,288,2,12,
robeson_8,505,7,101,0,0,
robeson_29,233,16,443,0,1,
robeson_OS PEMBROKE,1188,72,989,1,25,
robeson_OS FAIRMONT,351,5,704,0,5,
robeson_2,266,17,316,0,4,
robeson_22,389,25,379,1,10,
robeson_34,363,15,121,0,4,
robeson_35,506,18,221,1,9,
robeson_14,164,7,126,0,3,
robeson_19,279,17,585,0,2,
robeson_OS MAXTON,358,11,723,2,3,
robeson_OS ST PAULS,841,19,681,0,2,
robeson_OS RED SPRINGS,403,23,901,0,5,
robeson_39,311,8,258,0,4,
robeson_38,103,7,52,0,0,
robeson_20,279,5,170,1,2,
robeson_16,8,3,251,0,1,
robeson_1,241,8,109,1,3,
robeson_11A,296,9,153,0,0,
robeson_4,547,29,219,0,8,
robeson_7,131,5,221,0,1,
robeson_25,245,15,171,0,6,
robeson_28,269,15,138,0,2,
robeson_41,835,22,199,0,5,
robeson_17,83,3,90,0,0,
robeson_36,194,6,151,0,2,
robeson_ABSENTEE,342,17,290,1,8,
robeson_12,153,5,256,0,2,
robeson_15,47,1,232,0,1,
robeson_3,458,10,137,0,4,
robeson_23,523,21,291,1,14,
robeson_24,201,5,108,0,3,
robeson_40,120,1,99,0,0,
robeson_32A,589,18,510,0,7,
robeson_37,273,4,30,0,2,
robeson_21,455,24,338,0,9,
robeson_18A,332,17,153,0,5,
robeson_05A,408,17,554,1,2,
robeson_30,446,22,280,0,12,
robeson_33,116,6,103,0,2,
robeson_13,270,15,178,0,2,
robeson_26A,288,19,535,1,2,
robeson_10,236,12,210,0,1,
robeson_9,277,11,177,0,3,
robeson_OS LUMBERTON BOE,4652,156,5343,12,49,
onslow_NE22B,763,69,353,1,10,
onslow_RL09,785,43,294,5,4,
onslow_HN14,514,19,146,5,1,
onslow_OS-SWANSBORO ROTARY,3490,102,1026,5,34,
onslow_TL06,492,28,148,2,1,
onslow_NM13,415,10,42,0,5,
onslow_CL10,582,24,87,1,7,
onslow_HM05,703,54,288,4,3,
onslow_WN04,645,50,271,5,11,
onslow_FS16,944,46,175,3,11,
onslow_NE22A,440,35,316,3,10,
onslow_ABSENTEE,1275,89,538,1,48,
onslow_SW19,633,36,196,4,8,
onslow_NR02,73,13,268,3,3,
onslow_HU20,602,42,148,4,6,
onslow_HR17,615,46,179,3,16,
onslow_EN03,832,100,727,10,24,
onslow_OS-ONSLOW OFFICE,8838,323,4985,11,69,
onslow_GB12,632,46,210,1,6,
onslow_JA01,644,49,270,3,21,
onslow_BM08,698,61,509,3,9,
onslow_ML23,353,9,103,1,0,
onslow_VR15,323,30,72,3,3,
onslow_CR07,691,54,234,4,7,
onslow_BC21,766,77,172,3,5,
onslow_OS-VERONA,2320,77,562,2,14,
onslow_OS-COMMONS REC CTR,5965,280,4627,0,121,
onslow_SF18,1154,61,258,0,12,
onslow_MT24,434,14,77,0,7,
orange_OS CTH,1314,275,13430,101,149,
orange_WD,87,29,224,9,4,
orange_CP,288,23,192,2,12,
orange_OW,60,15,329,3,9,
orange_SM,392,31,188,2,7,
orange_BC,95,24,292,5,11,
orange_OS COTC,1532,394,10859,60,181,
orange_WC,270,16,246,4,7,
orange_CB,38,11,174,6,6,
orange_MF,64,22,277,5,16,
orange_CG,291,13,153,0,9,
orange_OS EFLAND,2216,130,2114,9,41,
orange_EH,64,18,219,3,8,
orange_DM,93,21,270,3,11,
orange_GB,245,48,352,2,11,
orange_TH,30,7,169,2,2,
orange_RF,93,20,316,4,12,
orange_SJ,118,19,281,5,8,
orange_CH,45,13,210,1,5,
orange_ES,64,14,256,2,8,
orange_GL,149,32,313,4,11,
orange_OS BOE,4413,329,8503,45,119,
orange_CW,668,29,230,2,9,
orange_NC,66,11,159,6,4,
orange_BP,36,13,122,2,3,
orange_PA,201,25,276,5,7,
orange_OS SEYMOUR,1742,255,11114,56,118,
orange_CA,208,7,139,1,5,
orange_CF,128,23,323,3,14,
orange_EA,66,18,187,3,5,
orange_DA,110,26,379,4,16,
orange_HF,158,34,378,11,14,
orange_KM,95,22,218,9,5,
orange_H,41,8,85,1,3,
orange_GR,51,14,178,4,5,
orange_CS1,145,12,126,0,6,
orange_WW,44,12,158,1,11,
orange_LC,65,24,309,5,5,
orange_LI,85,29,209,2,7,
orange_TO,297,12,150,2,3,
orange_WH,143,12,282,8,1,
orange_ENO,367,26,227,7,3,
orange_CX,379,40,339,3,15,
orange_OG,413,33,421,5,12,
orange_NS,77,29,324,12,2,
orange_EF,203,21,182,3,5,
orange_CC,76,20,167,1,5,
orange_CO,61,24,239,6,10,
orange_WDS,19,3,275,0,0,
perquimans_CURBSIDE,0,0,0,,0,
perquimans_BELVID,339,13,146,0,2,
perquimans_EAST H,270,15,357,2,2,
perquimans_PARKVI,747,22,494,1,5,
perquimans_ABSENTEE,119,4,50,0,2,
perquimans_WEST H,340,13,224,0,5,
perquimans_NICANO,108,4,48,0,0,
perquimans_NEW HO,1008,42,410,4,7,
perquimans_BETHEL,1233,49,576,0,20,
rowan_32,838,20,304,0,6,
rowan_34,749,44,939,5,16,
rowan_4,2276,68,402,1,32,
rowan_39,648,55,644,3,25,
rowan_21,1263,53,539,1,19,
rowan_11,1357,47,626,2,14,
rowan_29,704,20,166,0,4,
rowan_42,18,8,1000,0,12,
rowan_8,1603,73,638,3,22,
rowan_44,1505,39,215,0,12,
rowan_7,874,29,430,5,8,
rowan_41,811,40,931,0,20,
rowan_27,672,12,226,0,4,
rowan_28,698,50,781,2,14,
rowan_12,669,29,577,5,9,
rowan_14A,2250,65,678,4,37,
rowan_30,927,41,513,2,15,
rowan_10,1607,43,305,0,17,
rowan_9,1211,42,183,5,5,
rowan_3,1464,40,211,0,13,
rowan_24,760,16,171,2,5,
rowan_40,752,50,905,5,23,
rowan_45,470,19,408,2,8,
rowan_15,1771,41,451,6,15,
rowan_17,997,36,460,2,17,
rowan_19A,2140,72,542,1,23,
rowan_23,930,15,121,0,1,
rowan_26,1084,35,186,4,9,
rowan_33,1153,37,117,0,14,
rowan_31,813,20,253,1,13,
rowan_13,1248,27,170,1,4,
rowan_18,46,10,500,2,3,
rowan_25,2062,51,336,1,24,
rowan_1,1055,29,153,1,7,
rowan_16,728,32,423,3,14,
rowan_2,482,18,377,0,7,
rowan_05A,2117,70,611,3,26,
rowan_22,522,12,78,0,3,
rowan_35,258,29,562,2,12,
rowan_38,610,35,1167,1,17,
rowan_36,668,45,1101,3,15,
pender_LU16,528,13,219,0,2,
pender_MH07,203,6,51,0,1,
pender_SC13,1608,56,714,2,8,
pender_CF11,1392,52,497,6,11,
pender_MT19,1369,67,668,5,16,
pender_NB01,754,27,458,1,8,
pender_SH12,978,35,293,2,8,
pender_SB02,1132,49,802,4,11,
pender_UT14,1883,81,669,6,15,
pender_UH08,135,4,447,1,1,
pender_GR06,514,18,459,1,5,
pender_PL10,251,3,65,0,1,
pender_SP15,1563,73,638,2,14,
pender_UU17,394,11,307,1,2,
pender_LT18,1995,75,634,14,18,
pender_LC09,693,24,329,1,10,
pender_CURBSIDE,107,3,154,0,1,
pender_CS04,390,7,271,1,2,
pender_CL05,372,12,655,1,1,
pender_CT03,43,1,93,0,2,
pender_RP20,673,27,528,4,9,
polk_CURBSIDE,89,0,77,0,1,
polk_SA04,623,26,384,9,12,
polk_GC09,1161,34,546,11,13,
polk_CG05,788,41,151,1,8,
polk_CL08,1048,31,552,0,14,
polk_CL07,1010,45,496,11,17,
polk_ABSENTEE,331,10,246,4,6,
polk_WO06,767,29,306,2,11,
polk_TR123,934,56,975,14,25,
pasquotank_NEW,363,9,252,2,5,
pasquotank_EAST,186,23,246,3,3,
pasquotank_NORTH,174,18,274,2,8,
pasquotank_SAL,220,11,67,1,2,
pasquotank_PRO,706,45,271,4,9,
pasquotank_NIX,472,19,157,4,5,
pasquotank_SOUTH,69,12,360,4,1,
pasquotank_ABSENTEE,265,17,205,0,7,
pasquotank_WEST,99,14,335,0,3,
pasquotank_MH,490,41,332,3,13,
scotland_1,73,4,397,1,3,
scotland_2,74,5,292,0,3,
scotland_5,340,11,109,1,3,
scotland_8,217,3,98,0,0,
scotland_10,317,16,256,1,0,
scotland_9,330,13,174,1,2,
scotland_6,88,2,87,2,2,
scotland_3,338,16,279,2,10,
scotland_4,461,34,274,3,4,
scotland_7,297,12,424,3,6,
scotland_ABSENTEE,158,7,132,1,2,
surry_15,819,19,286,5,5,
surry_12,792,27,431,7,13,
surry_17,560,18,149,1,7,
surry_24,445,12,97,0,2,
surry_28,673,18,174,3,8,
surry_25,946,31,224,2,6,
surry_ABSENTEE,1106,33,373,2,7,
surry_4,978,31,310,0,8,
surry_7,424,23,269,0,13,
surry_27,799,15,181,1,6,
surry_14,705,33,363,2,15,
surry_16,702,29,158,0,7,
surry_19,1041,34,372,1,13,
surry_20,431,18,216,0,6,
surry_1,1018,22,213,2,10,
surry_2,240,15,134,3,11,
surry_5,1382,28,182,1,9,
surry_8,864,30,231,0,12,
surry_22,608,14,160,0,2,
surry_11,584,24,208,0,5,
surry_33,557,17,278,1,14,
surry_13,516,12,318,2,9,
surry_18,1059,34,266,2,11,
surry_21,1063,19,289,1,10,
surry_CURBSIDE,285,10,158,0,4,
surry_10,629,16,96,2,8,
surry_3,1152,43,332,0,4,
surry_9,661,26,158,1,6,
surry_6,489,28,344,6,8,
surry_26,1321,25,311,1,3,
surry_23,687,29,182,2,8,
vance_NV,289,9,648,0,0,
vance_EH1,67,9,1249,0,4,
vance_SH2,150,9,338,0,4,
vance_HTOP,120,3,366,0,4,
vance_NH1,101,14,1226,2,6,
vance_MIDD,753,29,1147,3,7,
vance_KITT,1375,50,1135,1,12,
vance_NH,901,43,1440,0,8,
vance_SCRK,1138,27,1449,6,12,
vance_SH1,227,14,1000,2,6,
vance_CC,1037,21,768,2,15,
vance_WH,1174,66,1463,9,19,
stokes_18,83,3,91,0,2,
stokes_OS DANBURY,1572,42,582,1,12,
stokes_ABSENTEE,568,25,153,0,5,
stokes_4,413,17,78,0,4,
stokes_7,194,7,66,0,3,
stokes_15,381,12,85,0,3,
stokes_12,559,18,96,0,4,
stokes_OS WALNUT COVE,2030,61,881,5,15,
stokes_1,221,10,37,0,5,
stokes_20,500,11,106,0,6,
stokes_14,558,19,104,0,11,
stokes_16,231,11,147,1,6,
stokes_19,308,4,68,0,3,
stokes_11,572,31,118,0,8,
stokes_8,438,18,70,2,6,
stokes_OS KING,4764,163,1241,12,47,
stokes_17,273,13,79,2,0,
stokes_13,481,19,68,0,3,
stokes_5,291,9,78,2,1,
stokes_2,658,20,144,0,2,
stokes_10,545,16,102,0,11,
stokes_9,571,24,151,0,6,
stokes_6,276,5,55,0,4,
stokes_3,528,7,54,0,6,
tyrrell_1,10,1,100,2,0,
tyrrell_14,34,1,3,0,0,
tyrrell_16,14,0,1,0,0,
tyrrell_ABSENTEE,16,0,13,0,0,
tyrrell_2,199,7,155,1,2,
tyrrell_15,74,0,75,0,1,
tyrrell_3,59,3,35,0,0,
wake_43924,296,38,398,4,9,
wake_43927,426,55,494,5,11,
wake_43992,486,60,302,1,16,
wake_44170,1043,94,627,1,35,
wake_44015,265,24,202,3,9,
wake_OSLOB 41-80,693,122,2960,0,51,
wake_OSNB 1-40,3762,220,2953,10,97,
wake_20-14,665,72,743,6,29,
wake_20-12,383,52,246,6,17,
wake_ABSEN 41-80,1895,175,2543,0,98,
wake_19-04,1071,81,701,4,34,
wake_OSWD 41-80,755,52,852,0,22,
wake_OSWA 41-80,1364,89,1099,0,37,
wake_OSGR 81-91,23,1,45,0,0,
wake_OSAV 81-91,52,1,90,0,2,
wake_OSNR 1-40,7193,396,8776,38,215,
wake_13-09,258,52,725,5,28,
wake_16-03,243,35,277,1,8,
wake_16-08,244,38,1231,7,25,
wake_16-05,418,36,305,4,7,
wake_17-07,141,22,645,3,9,
wake_17-10,140,13,199,1,4,
wake_17-01,243,26,478,3,13,
wake_17-04,484,65,606,8,19,
wake_43925,258,29,319,3,11,
wake_44022,502,66,739,4,33,
wake_44021,376,51,469,4,20,
wake_44018,539,55,424,7,25,
wake_17899,284,58,638,6,25,
wake_43933,465,46,399,7,18,
wake_43860,241,19,255,3,9,
wake_43858,203,37,992,11,16,
wake_11689,260,45,562,12,15,
wake_43855,9,7,147,2,3,
wake_12055,243,29,348,5,15,
wake_44107,322,27,265,1,4,
wake_44025,272,47,303,0,16,
wake_44049,196,36,388,10,9,
wake_13-06,400,37,380,3,16,
wake_18-01,478,110,982,12,26,
wake_17-05,373,57,690,5,13,
wake_18-06,476,71,756,9,25,
wake_18-07,612,41,316,7,25,
wake_OSCA 81-91,41,5,114,0,3,
wake_OSLL 81-91,23,5,72,0,0,
wake_PROVI 1-40,1111,185,2046,14,55,
wake_43835,238,18,264,4,7,
wake_43832,262,47,446,2,8,
wake_OSNR 81-91,23,0,10,0,0,
wake_OSTC 1-40,2258,263,3650,8,101,
wake_TRANS 1-40,0,0,0,0,0,
wake_16438,287,33,284,9,17,
wake_43923,403,60,453,6,18,
wake_43849,29,7,492,6,5,
wake_44016,428,80,584,5,24,
wake_44019,494,74,589,3,33,
wake_44106,421,38,372,3,15,
wake_44054,531,61,700,4,38,
wake_43934,537,57,491,2,24,
wake_43930,434,38,393,1,20,
wake_43990,338,38,329,1,14,
wake_43989,584,46,499,6,17,
wake_20-06A,553,87,598,6,38,
wake_OSAB 41-80,753,54,1163,0,32,
wake_20-16,318,45,468,8,22,
wake_17-09,104,22,806,8,7,
wake_17-06,386,25,272,2,7,
wake_44169,1036,65,371,5,14,
wake_01-07A,14,3,134,0,1,
wake_13-05,201,35,401,3,10,
wake_13-08,158,25,579,1,13,
wake_43959,249,37,435,4,10,
wake_43847,220,24,183,0,7,
wake_43844,263,51,761,10,22,
wake_43842,332,36,455,3,21,
wake_43864,591,52,281,3,19,
wake_PROVI 41-80,260,41,393,5,8,
wake_OSCH 1-40,916,234,20232,63,113,
wake_OSGR 41-80,736,57,1988,0,43,
wake_ABSEN 81-91,39,7,46,0,3,
wake_OSAP 81-91,1,0,3,0,0,
wake_18-04,738,63,519,3,25,
wake_19-07,421,47,378,4,72,
wake_20-08,593,91,474,3,28,
wake_20-04,495,81,544,4,20,
wake_18-05,772,59,581,6,32,
wake_19-15,455,31,280,0,11,
wake_20-01,473,83,411,1,17,
wake_15-02,990,94,578,4,27,
wake_14-01,293,13,117,0,1,
wake_44024,317,47,433,6,24,
wake_44048,371,30,328,2,29,
wake_13-02,371,27,301,1,12,
wake_44172,518,31,272,3,17,
wake_44173,558,60,553,4,23,
wake_44046,589,78,563,6,32,
wake_43922,360,36,486,6,16,
wake_43958,562,74,887,4,29,
wake_43851,354,79,772,6,20,
wake_12420,20,6,525,4,4,
wake_13150,466,54,372,1,18,
wake_13516,324,28,348,3,21,
wake_OSOP 41-80,1274,121,2094,0,53,
wake_OSCA 41-80,1890,178,3961,0,94,
wake_OSKD 41-80,1181,88,2369,0,35,
wake_OSLOB 81-91,20,2,120,0,1,
wake_43834,244,26,275,4,12,
wake_43831,200,45,503,7,12,
wake_43852,45,17,853,1,7,
wake_15707,263,37,428,5,14,
wake_17533,244,59,582,8,17,
wake_17-08,634,84,899,4,39,
wake_17-02,163,13,120,2,4,
wake_16-04,339,37,349,3,8,
wake_19-12,730,81,491,3,19,
wake_44076,282,26,370,2,7,
wake_15-04,451,40,208,0,3,
wake_16-01,444,32,306,1,10,
wake_15-01,808,60,350,1,9,
wake_OSFB 41-80,326,44,733,0,21,
wake_OSNB 41-80,677,35,772,0,22,
wake_OSZB 1-40,3035,147,3532,15,53,
wake_OSAP 41-80,1344,112,1882,0,37,
wake_OSAP 1-40,9660,777,14795,65,292,
wake_13-10,816,78,708,6,50,
wake_44108,688,49,685,1,21,
wake_13-01,220,46,810,5,27,
wake_44053,325,47,387,3,17,
wake_18-08,646,84,587,4,27,
wake_19-17,488,62,658,3,26,
wake_20-09,476,39,371,2,14,
wake_17-03,481,78,812,5,30,
wake_18-03,411,42,440,2,15,
wake_13881,215,37,383,4,16,
wake_43932,123,32,241,1,10,
wake_43931,463,69,509,2,23,
wake_43857,105,28,485,7,4,
wake_43861,220,88,764,14,22,
wake_43859,509,40,421,1,26,
wake_43833,426,45,479,1,25,
wake_43836,312,55,583,4,17,
wake_OSLL 1-40,6449,500,13267,62,162,
wake_OSFV 81-91,1,0,1,0,0,
wake_OSAV 41-80,942,75,1335,0,33,
wake_OSCB 81-91,14,3,31,0,0,
wake_OSCB 1-40,2331,447,7474,63,136,
wake_OSTC 81-91,6,0,9,0,0,
wake_OSOP 81-91,19,0,17,0,1,
wake_OSTC 41-80,170,22,317,0,7,
wake_18629,180,24,219,0,7,
wake_43839,143,21,375,2,5,
wake_13-07,254,36,463,4,20,
wake_18-02,919,77,508,1,33,
wake_17-11,310,42,757,5,22,
wake_19-05,714,47,304,3,64,
wake_20-15,410,51,573,4,25,
wake_20-10,463,48,556,5,14,
wake_OSNR 41-80,255,18,592,0,9,
wake_36586,715,68,501,1,19,
wake_17168,443,43,330,1,24,
wake_43926,456,69,542,9,19,
wake_43928,604,33,414,5,20,
wake_43935,305,45,313,5,11,
wake_43929,313,49,539,3,20,
wake_43938,244,46,338,12,7,
wake_44136,440,83,683,13,17,
wake_44137,628,63,663,6,22,
wake_16-09,412,35,428,3,9,
wake_ABSEN 1-40,9276,954,13150,81,439,
wake_19-14,465,36,306,4,16,
wake_19-11,500,58,285,1,28,
wake_43936,425,79,504,11,21,
wake_43850,72,29,599,9,4,
wake_14611,81,21,977,3,10,
wake_15342,477,29,301,4,15,
wake_OSZB 41-80,446,30,1112,0,18,
wake_TRANS 81-91,0,0,0,0,0,
wake_14977,203,56,484,3,12,
wake_16803,100,18,644,7,8,
wake_16072,368,46,571,9,13,
wake_43856,24,8,655,3,8,
wake_43853,624,114,1019,13,32,
wake_12785,18,14,511,3,7,
wake_43952,517,67,616,6,28,
wake_43957,711,49,683,4,20,
wake_20-03,495,68,352,3,27,
wake_13-11,409,41,355,2,20,
wake_OSLOB 1-40,2423,383,9474,57,152,
wake_OSWA 1-40,2838,201,2356,19,79,
wake_OSWA 81-91,11,1,16,0,0,
wake_OSCB 41-80,264,41,794,0,17,
wake_OSZB 81-91,5,0,7,0,0,
wake_TRANS 41-80,0,0,0,0,0,
wake_OSHS 81-91,1,0,0,0,0,
wake_OSKD 81-91,28,1,74,0,1,
wake_OSCA 1-40,7539,659,17254,135,221,
wake_OSFV 1-40,5000,231,3595,29,99,
wake_44051,634,86,501,5,33,
wake_14-02,1461,82,584,8,45,
wake_44174,643,59,334,3,20,
wake_14246,210,39,337,11,12,
wake_43862,590,65,448,0,25,
wake_43841,555,31,308,2,14,
wake_43846,374,41,539,3,25,
wake_43987,526,49,304,1,18,
wake_43988,864,105,605,5,26,
wake_43848,421,45,470,10,21,
wake_43940,258,45,292,1,16,
wake_43939,331,54,458,7,25,
wake_43865,499,39,278,0,9,
wake_OSWD 81-91,4,3,6,0,0,
wake_16-06,161,29,259,3,4,
wake_20-06B,594,94,473,4,34,
wake_OSWD 1-40,2021,117,1694,10,37,
wake_43937,337,43,407,6,16,
wake_43942,202,42,374,3,10,
wake_44013,253,46,414,4,17,
wake_19-03,554,74,343,5,66,
wake_OSCH 81-91,12,2,217,0,0,
wake_20-05,586,60,449,2,27,
wake_OSAB 1-40,4415,341,6151,31,106,
wake_OSHS 41-80,62,7,121,0,2,
wake_PROVI 81-91,9,3,15,0,1,
wake_43954,481,45,388,6,19,
wake_43837,180,31,496,2,11,
wake_44167,763,89,601,7,36,
wake_44023,226,14,219,0,20,
wake_44017,282,28,296,7,6,
wake_07-07A,158,7,246,0,4,
wake_44014,228,20,281,3,14,
wake_OSKD 1-40,1731,124,3296,19,37,
wake_OSGR 1-40,2272,251,8203,38,77,
wake_20-17,426,62,485,3,25,
wake_OSFV 41-80,194,11,110,0,2,
wake_19-09,570,40,286,4,23,
wake_43956,668,90,980,12,26,
wake_43941,407,72,526,10,27,
wake_44047,383,43,299,2,13,
wake_44171,563,62,331,5,24,
wake_44050,559,66,430,3,23,
wake_44052,272,26,320,3,14,
wake_44075,482,32,236,2,9,
wake_44045,493,73,527,4,21,
wake_19-13,297,30,329,2,12,
wake_19-16,406,29,291,3,16,
wake_43863,1045,87,619,6,36,
wake_43866,264,22,204,2,9,
wake_43840,296,32,420,3,9,
wake_43843,153,25,460,4,9,
wake_43845,311,24,312,1,7,
wake_OSCH 41-80,188,63,2760,0,19,
wake_OSAB 81-91,41,6,57,0,0,
wake_20-11,631,96,438,0,33,
wake_OSHS 1-40,5991,480,7865,32,159,
wake_OSLL 41-80,2143,173,5119,0,110,
wake_OSOP 1-40,4165,406,6375,39,170,
wake_19-10,1047,82,624,8,46,
wake_16-07,561,38,439,3,26,
wake_16-02,242,39,827,5,9,
wake_15-03,1169,63,431,5,24,
wake_44105,233,9,111,1,3,
wake_44166,1038,78,485,1,30,
wake_43867,582,37,272,2,21,
wake_18264,42,17,575,2,5,
wake_44077,254,9,159,4,12,
wake_43991,844,122,544,3,37,
wake_43986,451,70,428,5,16,
wake_OSFB 1-40,3103,358,7183,30,102,
wake_OSFB 81-91,1,0,4,0,0,
wake_OSAV 1-40,5317,365,8952,39,120,
wake_OSNB 81-91,51,0,10,0,0,
transylvania_EF,412,22,275,6,8,
transylvania_LR,775,32,348,3,17,
transylvania_BD,1196,51,559,6,13,
transylvania_PF,550,25,279,3,17,
transylvania_B1,520,39,718,2,11,
transylvania_CC,1160,49,443,6,22,
transylvania_DR,950,32,793,8,22,
transylvania_B3,669,61,659,8,23,
transylvania_WC,699,30,498,8,10,
transylvania_B2,422,31,578,8,15,
transylvania_TC7,858,23,260,3,11,
transylvania_RE,1022,29,231,4,21,
transylvania_CM,310,16,244,4,4,
transylvania_B4,454,44,602,11,22,
transylvania_TC1,523,5,71,2,4,
union_27,1026,19,271,0,10,
union_028D,1849,113,1118,7,36,
union_24,1339,31,334,1,10,
union_028C,1535,99,916,0,49,
union_7,1540,72,806,0,16,
union_36,986,30,380,3,6,
union_35,1038,47,420,3,22,
union_5,1290,56,713,10,20,
union_4,145,18,690,1,6,
union_15,1846,104,1122,3,47,
union_12,1558,32,205,0,15,
union_40,1784,70,929,3,47,
union_029B,804,59,403,2,8,
union_16,2327,125,1038,7,26,
union_22,1411,77,306,6,62,
union_18,1346,68,564,2,19,
union_25,1011,44,323,2,5,
union_42,825,60,448,1,6,
union_038A,1353,90,871,1,28,
union_029A,1693,119,1447,9,42,
union_34,1721,59,597,3,21,
union_33,1081,73,524,7,31,
union_ABSENTEE,0,0,0,0,0,
union_41,1832,88,888,2,41,
union_39,1254,37,299,1,17,
union_13,1749,41,231,0,12,
union_10,244,28,580,0,3,
union_3,309,18,406,2,10,
union_2,376,30,765,1,10,
union_9,362,14,635,0,4,
union_19,2529,140,1144,1,59,
union_26,1046,27,279,0,12,
union_23,1083,37,432,3,17,
union_037A,1992,135,1316,4,47,
union_43,85,17,503,0,1,
union_31,1519,97,886,9,18,
union_32,1668,57,609,4,26,
union_037B,816,35,330,0,20,
union_020B,1957,97,841,8,35,
union_038B,1081,82,601,4,23,
union_CURBSIDE,0,0,0,0,0,
union_1,188,10,445,1,6,
union_028A,2181,122,1275,2,58,
union_028B,1637,99,987,6,39,
union_020A,1560,126,1128,6,39,
union_30,1891,83,1103,4,24,
union_017B,2055,114,952,3,39,
union_8,615,62,984,14,9,
union_029C,1038,51,471,5,15,
union_6,1018,24,281,1,7,
union_11,1628,32,235,0,11,
union_21,1335,57,328,3,11,
union_017A,1509,73,704,5,22,
union_14,642,29,274,3,9,
sampson_CLEM,450,4,124,0,2,
sampson_CLNE,290,19,131,0,6,
sampson_CLEA,207,10,332,0,2,
sampson_ABSENTEE,272,20,204,0,5,
sampson_ROWA,246,6,169,0,1,
sampson_GARL,143,2,146,0,1,
sampson_CLCE,31,2,197,0,1,
sampson_HERR,286,6,36,0,3,
sampson_INGO,158,8,129,0,0,
sampson_GIDD,179,6,204,0,1,
sampson_PLVW,407,18,71,0,4,
sampson_MING,603,14,144,0,8,
sampson_CLWE,250,9,164,0,4,
sampson_KFRK,243,14,178,0,4,
sampson_TURK,213,9,213,0,6,
sampson_AUTR,452,9,64,0,1,
sampson_SBRG,264,5,109,0,1,
sampson_CLSW,187,8,100,0,3,
sampson_NGRV,263,10,99,0,2,
sampson_KEEN,329,6,97,0,2,
sampson_HARR,231,10,369,0,2,
sampson_WBRK,398,13,96,0,3,
sampson_LAKE,179,7,361,0,8,
sampson_ROSE,263,9,81,0,6,
swain_WHCH,682,92,780,9,45,
swain_BC1,987,67,445,0,19,
swain_BC2,937,36,526,5,17,
swain_ALARKA,387,11,163,6,2,
swain_ALMOND,572,34,282,9,11,
stanly_7,928,57,543,0,13,
stanly_26,922,24,237,0,4,
stanly_24,1927,42,269,1,10,
stanly_27,1286,40,436,0,9,
stanly_13,1043,25,204,2,10,
stanly_15,572,19,329,1,5,
stanly_18,632,25,226,2,9,
stanly_22,1064,26,265,0,4,
stanly_23,1758,37,253,1,15,
stanly_25,1859,58,315,4,18,
stanly_3,909,34,673,5,8,
stanly_20,1528,22,204,0,8,
stanly_14,611,14,154,0,2,
stanly_16,627,16,268,1,2,
stanly_11,757,30,208,0,7,
stanly_28,589,33,369,0,6,
stanly_21,908,12,107,0,3,
stanly_19,990,23,153,3,12,
stanly_17,1141,35,251,1,5,
stanly_8,130,11,1026,1,6,
stanly_2,560,38,222,1,4,
stanly_12,605,14,115,1,5,
stanly_10,618,29,267,2,4,
watauga_1,84,6,48,0,4,
watauga_20,120,5,66,1,5,
