JOINID,PER_WHITE,PER_BLACK,PER_HISP,PER_ASIAN,PER_OT,MG_VOTES,MG_E,MG_WIL,MG_F,MG_G,MG_WAL,MRO_VOTES,MRO_E,MRO_G,DPP_VOTES,DPP_C,DPP_S,Maj Cand?,Plu Cand?,RO Winner?,Change?,GE 2nd Place?
C19007,0.832311237,0.096696759,0.051407702,0.006120449,0.013463853,316,0.46835443,0.034810127,0.117088608,0.370253165,0.009493671,340,0.623529412,0.376470588,270,0.474074074,0.525925926,None,Rahm,Rahm,No,Chuy
C19010,0.625134249,0.286788415,0.054779809,0.00859291,0.024704618,379,0.472295515,0.065963061,0.071240106,0.35883905,0.031662269,409,0.62591687,0.37408313,400,0.51,0.49,None,Rahm,Rahm,No,Chuy
C19013,0.099031214,0.849300325,0.012917117,0.001076426,0.037674918,353,0.371104816,0.169971671,0.079320113,0.288951841,0.090651558,402,0.527363184,0.472636816,475,0.564210526,0.435789474,None,Rahm,Rahm,No,Chuy
C19014,0.572380919,0.372380985,0.036190475,0.005714285,0.013333335,342,0.488304094,0.064327485,0.099415205,0.31871345,0.029239766,382,0.638743455,0.361256545,382,0.557591623,0.442408377,None,Rahm,Rahm,No,Chuy
C19016,0.888782356,0.012464046,0.084372006,0.007670182,0.00671141,323,0.452012384,0.015479876,0.213622291,0.318885449,0,382,0.591623037,0.408376963,260,0.373076923,0.626923077,None,Rahm,Rahm,No,Chuy
C19019,0.740039836,0.202191237,0.030876496,0.008964144,0.017928287,396,0.424242424,0.073232323,0.108585859,0.376262626,0.017676768,460,0.606521739,0.393478261,423,0.513002364,0.486997636,None,Rahm,Rahm,No,Chuy
C19020,0.251923094,0.656730752,0.070192307,0.001923078,0.019230769,256,0.41015625,0.0703125,0.10546875,0.37890625,0.03515625,321,0.573208723,0.426791277,335,0.611940299,0.388059701,None,Rahm,Rahm,No,Chuy
C19021,0.868586865,0.027902787,0.073807378,0.01350135,0.01620162,350,0.42,0.071428571,0.194285714,0.305714286,0.008571429,330,0.606060606,0.393939394,205,0.336585366,0.663414634,None,Rahm,Rahm,No,Chuy
C19022,0.671550678,0.245421238,0.054945056,0.012210012,0.015873017,347,0.412103746,0.077809798,0.123919308,0.380403458,0.005763689,387,0.57622739,0.42377261,309,0.485436893,0.514563107,None,Rahm,Rahm,No,Chuy
C19024,0.93190923,0.006675542,0.057409885,0.002670228,0.001335115,254,0.440944882,0.027559055,0.141732283,0.38976378,0,295,0.616949153,0.383050847,184,0.418478261,0.581521739,None,Rahm,Rahm,No,Chuy
C19025,0.720642764,0.19901113,0.048207663,0.007416564,0.024721879,307,0.439739414,0.091205212,0.117263844,0.319218241,0.03257329,339,0.672566372,0.327433628,304,0.476973684,0.523026316,None,Rahm,Rahm,No,Chuy
C19027,0.395077707,0.502590691,0.054404142,0.010362694,0.037564766,310,0.4,0.103225806,0.061290323,0.396774194,0.038709677,339,0.519174041,0.480825959,386,0.443005181,0.556994819,None,Rahm,Rahm,No,Chuy
C19028,0.110642785,0.836670176,0.024236037,0.002107482,0.02634352,346,0.401734104,0.187861272,0.069364162,0.294797688,0.046242775,390,0.528205128,0.471794872,446,0.596412556,0.403587444,None,Rahm,Rahm,No,Chuy
C19030,0.910924369,0.006722705,0.069747889,0.005042013,0.007563024,257,0.40077821,0.015564202,0.210116732,0.373540856,0,319,0.636363636,0.363636364,229,0.336244541,0.663755459,None,Rahm,Rahm,No,Chuy
C19031,0.755555553,0.187500002,0.03611111,0.00138889,0.019444445,294,0.421768707,0.030612245,0.153061224,0.37755102,0.017006803,311,0.59807074,0.40192926,286,0.479020979,0.520979021,None,Rahm,Rahm,No,Chuy
C19032,0.869615765,0.046565822,0.072176957,0.004656582,0.006984874,293,0.42662116,0.023890785,0.177474403,0.368600683,0.003412969,316,0.601265823,0.398734177,260,0.376923077,0.623076923,None,Rahm,Rahm,No,Chuy
C19034,0.838801705,0.11840229,0.017118404,0.007132667,0.018544935,324,0.5,0.024691358,0.108024691,0.351851852,0.015432099,339,0.672566372,0.327433628,297,0.478114478,0.521885522,None,Rahm,Rahm,No,Chuy
C19035,0.704245984,0.215226932,0.054172766,0.010248901,0.016105417,281,0.483985765,0.053380783,0.085409253,0.359430605,0.017793594,312,0.637820513,0.362179487,289,0.467128028,0.532871972,None,Rahm,Rahm,No,Chuy
C19036,0.274158918,0.652111663,0.035075162,0.002863279,0.035790979,344,0.441860465,0.110465116,0.090116279,0.281976744,0.075581395,406,0.573891626,0.426108374,499,0.549098196,0.450901804,None,Rahm,Rahm,No,Chuy
C19038,0.327455933,0.608312329,0.039042821,0.010075566,0.015113351,282,0.421985816,0.081560284,0.085106383,0.354609929,0.056737589,302,0.57615894,0.42384106,354,0.533898305,0.466101695,None,Rahm,Rahm,No,Chuy
C19039,0.522045453,0.287298442,0.151962712,0.020797699,0.017895694,80,0.425,0.2125,0.05,0.275,0.0375,87,0.551724138,0.448275862,158,0.601265823,0.398734177,None,Rahm,Rahm,No,Chuy
C19040,0.645398766,0.266257678,0.055214723,0.009815951,0.023312883,326,0.435582822,0.055214724,0.119631902,0.36809816,0.021472393,376,0.590425532,0.409574468,370,0.527027027,0.472972973,None,Rahm,Rahm,No,Chuy
C19043,0.063041769,0.884160752,0.025216707,0.012608353,0.014972419,376,0.484042553,0.183510638,0.042553191,0.242021277,0.04787234,426,0.55399061,0.44600939,541,0.663585952,0.336414048,None,Rahm,Rahm,No,Chuy
C19044,0.939338235,5.20E-10,0.048713237,0.001838235,0.010110293,346,0.413294798,0.01734104,0.222543353,0.343930636,0.002890173,393,0.613231552,0.386768448,267,0.333333333,0.666666667,None,Rahm,Rahm,No,Chuy
C19045,0.83574434,0.056170224,0.082553513,0.005957443,0.01957448,335,0.420895522,0.011940299,0.170149254,0.388059701,0.008955224,348,0.594827586,0.405172414,254,0.37007874,0.62992126,None,Rahm,Rahm,No,Chuy
C19048,0.034642034,0.928406465,0.013856814,0.002309469,0.020785218,311,0.421221865,0.221864952,0.045016077,0.257234727,0.054662379,347,0.602305476,0.397694524,492,0.632113821,0.367886179,None,Rahm,Rahm,No,Chuy
C19049,0.177919076,0.748567048,0.049038235,0.003765483,0.020710157,401,0.416458853,0.117206983,0.049875312,0.364089776,0.052369077,435,0.533333333,0.466666667,481,0.598752599,0.401247401,None,Rahm,Rahm,No,Chuy
C19051,0.925281478,0.024564993,0.037871031,0.003070624,0.009211874,374,0.5,0.032085561,0.109625668,0.352941176,0.005347594,413,0.707021792,0.292978208,350,0.451428571,0.548571429,None,Rahm,Rahm,No,Chuy
C19053,0.774541913,0.137001126,0.074433247,0.0021575,0.011866214,310,0.425806452,0.038709677,0.138709677,0.374193548,0.022580645,332,0.623493976,0.376506024,252,0.412698413,0.587301587,None,Rahm,Rahm,No,Chuy
C19056,0.619834709,0.320936639,0.044077136,0.001377411,0.013774106,366,0.5,0.079234973,0.12568306,0.259562842,0.035519126,384,0.661458333,0.338541667,349,0.610315186,0.389684814,None,Rahm,Rahm,No,Chuy
C20001,0.009916095,0.961098397,0.008390542,1.07E-11,0.020594966,182,0.406593407,0.203296703,0.021978022,0.313186813,0.054945055,216,0.527777778,0.472222222,345,0.660869565,0.339130435,None,Rahm,Rahm,No,Chuy
C20003,0.003909304,0.971071151,0.013291634,0.003127443,0.008600469,174,0.471264368,0.189655172,0.034482759,0.270114943,0.034482759,219,0.557077626,0.442922374,313,0.654952077,0.345047923,None,Rahm,Rahm,No,Chuy
C20009,0.033306906,0.914353681,0.026169706,0.00555115,0.020618557,278,0.428057554,0.201438849,0.032374101,0.276978417,0.061151079,319,0.545454545,0.454545455,446,0.589686099,0.410313901,None,Rahm,Rahm,No,Chuy
C20011,0.004576661,0.970251714,0.008009154,0.001144165,0.016018306,254,0.385826772,0.24015748,0.051181102,0.255905512,0.066929134,300,0.543333333,0.456666667,482,0.62033195,0.37966805,None,Rahm,Rahm,No,Chuy
C20016,0.176033051,0.697520677,0.028099171,0.068595037,0.029752065,259,0.393822394,0.196911197,0.046332046,0.328185328,0.034749035,298,0.506711409,0.493288591,402,0.611940299,0.388059701,None,Rahm,Rahm,No,Chuy
C20022,0.059884554,0.857864358,0.031746035,0.014430018,0.036075035,293,0.423208191,0.167235495,0.04778157,0.28668942,0.075085324,339,0.536873156,0.463126844,471,0.579617834,0.420382166,None,Rahm,Rahm,No,Chuy
C20024,0.114170058,0.790283379,0.029149799,0.045344129,0.021052634,214,0.397196262,0.172897196,0.042056075,0.331775701,0.056074766,245,0.506122449,0.493877551,347,0.507204611,0.492795389,None,Rahm,Rahm,No,Chuy
C20033,0.009268794,0.968074152,0.011328527,0.001029866,0.010298661,136,0.463235294,0.205882353,0.022058824,0.279411765,0.029411765,146,0.691780822,0.308219178,224,0.732142857,0.267857143,None,Rahm,Rahm,No,Chuy
C20037,0.001814882,0.985480944,0.005444647,0,0.007259527,80,0.3875,0.225,0,0.25,0.1375,92,0.586956522,0.413043478,143,0.643356643,0.356643357,None,Rahm,Rahm,No,Chuy
C21001,0.003759402,0.941102757,0.022556387,0,0.032581454,291,0.463917526,0.16838488,0.051546392,0.250859107,0.065292096,327,0.636085627,0.363914373,396,0.666666667,0.333333333,None,Rahm,Rahm,No,Chuy
C21015,0.000909918,0.969972705,0.006369427,5.32E-11,0.02274795,206,0.432038835,0.199029126,0.053398058,0.237864078,0.077669903,261,0.578544061,0.421455939,349,0.719197708,0.280802292,None,Rahm,Rahm,No,Chuy
C21017,0.00609756,0.9644309,0.017276419,0.00101626,0.011178862,216,0.384259259,0.212962963,0.087962963,0.25,0.064814815,250,0.548,0.452,353,0.671388102,0.328611898,None,Rahm,Rahm,No,Chuy
C21020,9.96E-12,0.96612022,0.016393443,1.23E-11,0.017486337,240,0.445833333,0.183333333,0.045833333,0.245833333,0.079166667,279,0.609318996,0.390681004,346,0.679190751,0.320809249,None,Rahm,Rahm,No,Chuy
C21025,0.001172333,0.954279019,0.018757326,2.25E-11,0.025791323,258,0.368217054,0.240310078,0.03875969,0.263565891,0.089147287,279,0.548387097,0.451612903,339,0.713864307,0.286135693,None,Rahm,Rahm,No,Chuy
C21027,0.00234192,0.967213117,0.01873536,0,0.011709603,267,0.415730337,0.205992509,0.048689139,0.27340824,0.056179775,298,0.503355705,0.496644295,373,0.654155496,0.345844504,None,Rahm,Rahm,No,Chuy
C21029,0.000985222,0.980295567,0.006896552,3.15E-11,0.011822659,266,0.368421053,0.229323308,0.045112782,0.27443609,0.082706767,293,0.580204778,0.419795222,403,0.719602978,0.280397022,None,Rahm,Rahm,No,Chuy
C21035,0.001234567,0.974074076,0.007407411,0,0.017283945,274,0.47080292,0.208029197,0.02919708,0.229927007,0.062043796,309,0.653721683,0.346278317,391,0.703324808,0.296675192,None,Rahm,Rahm,No,Chuy
C21038,1.34E-10,0.986373958,0.006813022,0,0.006813021,200,0.44,0.22,0.045,0.24,0.055,245,0.616326531,0.383673469,385,0.685714286,0.314285714,None,Rahm,Rahm,No,Chuy
C21040,0.006053268,0.974576273,0.006053268,0,0.013317191,210,0.461904762,0.19047619,0.047619048,0.219047619,0.080952381,245,0.657142857,0.342857143,318,0.698113208,0.301886792,None,Rahm,Rahm,No,Chuy
C21041,0.018348621,0.964449544,0.005733944,0.002293578,0.009174313,274,0.423357664,0.222627737,0.032846715,0.229927007,0.091240876,314,0.557324841,0.442675159,374,0.695187166,0.304812834,None,Rahm,Rahm,No,Chuy
C21042,0.004921259,0.969488188,0.008858269,0,0.016732283,289,0.411764706,0.207612457,0.044982699,0.256055363,0.079584775,314,0.605095541,0.394904459,397,0.670025189,0.329974811,None,Rahm,Rahm,No,Chuy
C21044,0.007077856,0.967644088,0.023255812,0,0.002022245,255,0.443137255,0.196078431,0.047058824,0.247058824,0.066666667,295,0.559322034,0.440677966,347,0.662824207,0.337175793,None,Rahm,Rahm,No,Chuy
C21046,0.003329633,0.974472809,0.004439512,0.001109878,0.016648168,272,0.422794118,0.198529412,0.040441176,0.268382353,0.069852941,325,0.553846154,0.446153846,400,0.6775,0.3225,None,Rahm,Rahm,No,Chuy
C21049,0.002436053,0.990255782,0.00487211,0,0.002436054,281,0.402135231,0.234875445,0.056939502,0.259786477,0.046263345,330,0.551515152,0.448484848,401,0.705735661,0.294264339,None,Rahm,Rahm,No,Chuy
C21050,0.003401361,0.976190478,0.013605441,0,0.00680272,221,0.447963801,0.20361991,0.027149321,0.248868778,0.07239819,245,0.579591837,0.420408163,333,0.63963964,0.36036036,None,Rahm,Rahm,No,Chuy
C21053,0.004504505,0.968468465,0.013513513,0.001501501,0.012012015,195,0.358974359,0.220512821,0.030769231,0.302564103,0.087179487,225,0.546666667,0.453333333,294,0.646258503,0.353741497,None,Rahm,Rahm,No,Chuy
C23001,0.766459629,0.021118012,0.204968941,0.004968944,0.002484475,351,0.467236467,0.01994302,0.199430199,0.301994302,0.011396011,331,0.610271903,0.389728097,281,0.487544484,0.512455516,None,Rahm,Rahm,No,Chuy
C23002,0.653097359,0.016814158,0.307079635,0.015044246,0.007964602,269,0.442379182,0.014869888,0.159851301,0.379182156,0.003717472,309,0.556634304,0.443365696,260,0.507692308,0.492307692,None,Rahm,Rahm,No,Chuy
C23004,0.615062756,4.86E-10,0.370292894,0.003138075,0.011506274,346,0.485549133,0.014450867,0.164739884,0.335260116,0,368,0.58423913,0.41576087,313,0.45686901,0.54313099,None,Rahm,Rahm,No,Chuy
C23008,0.458410352,0.01848429,0.51324707,0.006161429,0.003696858,311,0.424437299,0.041800643,0.118971061,0.405144695,0.009646302,362,0.502762431,0.497237569,344,0.430232558,0.569767442,None,Rahm,Rahm,No,Chuy
C23012,0.726204468,1.64E-10,0.264394827,0.005875441,0.003525264,335,0.420895522,0.032835821,0.2,0.331343284,0.014925373,336,0.544642857,0.455357143,244,0.393442623,0.606557377,None,Rahm,Rahm,No,Chuy
C23014,0.690826715,0.003397508,0.272933198,0.020385049,0.01245753,278,0.464028777,0.039568345,0.179856115,0.31294964,0.003597122,297,0.582491582,0.417508418,212,0.476415094,0.523584906,None,Rahm,Rahm,No,Chuy
C23016,0.69430693,0.006188118,0.283415842,7.79E-10,0.016089109,305,0.485245902,0.009836066,0.209836066,0.291803279,0.003278689,313,0.597444089,0.402555911,244,0.397540984,0.602459016,None,Rahm,Rahm,No,Chuy
C23021,0.725513912,0.00241838,0.256348241,0.00120919,0.014510277,339,0.448377581,0.029498525,0.218289086,0.303834808,0,319,0.598746082,0.401253918,244,0.459016393,0.540983607,None,Rahm,Rahm,No,Chuy
C23022,0.654712267,0.001668058,0.331109249,0.00500417,0.007506256,275,0.483636364,0.018181818,0.141818182,0.349090909,0.007272727,303,0.561056106,0.438943894,289,0.484429066,0.515570934,None,Rahm,Rahm,No,Chuy
C23023,0.704496775,0.002141329,0.279443263,0.007494648,0.006423985,276,0.467391304,0.028985507,0.173913043,0.322463768,0.007246377,325,0.553846154,0.446153846,286,0.409090909,0.590909091,None,Rahm,Rahm,No,Chuy
C23027,0.524127688,0.01410542,0.392724575,0.057164068,0.011878249,323,0.479876161,0.012383901,0.210526316,0.294117647,0.003095975,329,0.565349544,0.434650456,236,0.440677966,0.559322034,None,Rahm,Rahm,No,Chuy
C23028,0.524873125,0.00609137,0.426395914,0.031472079,0.011167512,306,0.421568627,0.029411765,0.18627451,0.359477124,0.003267974,327,0.510703364,0.489296636,274,0.50729927,0.49270073,None,Rahm,Rahm,No,Chuy
C23029,0.514705877,0.003393666,0.461538466,0.00678733,0.013574661,247,0.473684211,0.012145749,0.145748988,0.36437247,0.004048583,267,0.558052434,0.441947566,224,0.415178571,0.584821429,None,Rahm,Rahm,No,Chuy
C23035,0.671105191,0.005326231,0.30892144,0.007989349,0.00665779,228,0.407894737,0.00877193,0.197368421,0.372807018,0.013157895,255,0.509803922,0.490196078,163,0.417177914,0.582822086,None,Rahm,Rahm,No,Chuy
C23037,0.744552054,7.71E-11,0.245762715,0.004842614,0.004842616,306,0.467320261,0.029411765,0.183006536,0.31372549,0.006535948,313,0.642172524,0.357827476,212,0.377358491,0.622641509,None,Rahm,Rahm,No,Chuy
C23038,0.64277322,0.015276146,0.33842537,0.001175088,0.002350176,266,0.466165414,0.026315789,0.195488722,0.308270677,0.003759398,276,0.561594203,0.438405797,229,0.502183406,0.497816594,None,Rahm,Rahm,No,Chuy
C24009,0.021462638,0.945151026,0.023847383,0.000794913,0.008744041,181,0.403314917,0.254143646,0.038674033,0.26519337,0.038674033,220,0.563636364,0.436363636,364,0.664835165,0.335164835,None,Rahm,Rahm,No,Chuy
C24031,0.009029346,0.961625281,0.02633559,0.000752446,0.002257337,206,0.412621359,0.242718447,0.024271845,0.266990291,0.053398058,249,0.510040161,0.489959839,392,0.645408163,0.354591837,None,Rahm,Rahm,No,Chuy
C24037,0.002320186,0.968677492,0.016241302,1.73E-10,0.01276102,109,0.321100917,0.293577982,0.018348624,0.311926606,0.055045872,136,0.536764706,0.463235294,222,0.572072072,0.427927928,None,Rahm,Rahm,No,Chuy
C25004,0.21155134,0.604432574,0.072531885,0.089321676,0.022162524,199,0.361809045,0.201005025,0.120603015,0.281407035,0.035175879,230,0.617391304,0.382608696,371,0.498652291,0.501347709,None,Rahm,Rahm,No,Chuy
C25025,0.508441565,0.038311695,0.111038965,0.322727256,0.01948052,258,0.496124031,0.023255814,0.124031008,0.352713178,0.003875969,309,0.676375405,0.323624595,324,0.391975309,0.608024691,None,Rahm,Rahm,No,Chuy
C25027,0.561403508,0.126984138,0.0960735,0.187969933,0.027568922,184,0.494565217,0.010869565,0.195652174,0.288043478,0.010869565,220,0.681818182,0.318181818,348,0.422413793,0.577586207,None,Rahm,Rahm,No,Chuy
C25029,0.141295897,0.751756364,0.067135084,0.01873537,0.021077285,252,0.436507937,0.174603175,0.158730159,0.194444444,0.035714286,272,0.599264706,0.400735294,356,0.648876404,0.351123596,None,Rahm,Rahm,No,Chuy
C26017,0.788135587,0.009887006,0.176553675,0.011299438,0.014124293,157,0.401273885,0.044585987,0.152866242,0.388535032,0.012738854,205,0.565853659,0.434146341,208,0.447115385,0.552884615,None,Rahm,Rahm,No,Chuy
C26028,0.575649052,0.01880036,0.355416297,0.020590871,0.029543419,219,0.470319635,0.01826484,0.086757991,0.415525114,0.00913242,235,0.540425532,0.459574468,303,0.419141914,0.580858086,None,Rahm,Rahm,No,Chuy
C27004,0.097165971,0.762483186,0.106612661,0.00539811,0.028340073,114,0.315789474,0.219298246,0.166666667,0.280701754,0.01754386,145,0.517241379,0.482758621,209,0.545454545,0.454545455,None,Rahm,Rahm,No,Chuy
C27017,0.076394869,0.830042894,0.059227471,0.020600858,0.013733908,208,0.375,0.182692308,0.153846154,0.245192308,0.043269231,226,0.597345133,0.402654867,365,0.556164384,0.443835616,None,Rahm,Rahm,No,Chuy
C27025,0.208053682,0.646212871,0.070949182,0.043144768,0.031639496,177,0.327683616,0.242937853,0.15819209,0.259887006,0.011299435,194,0.603092784,0.396907216,300,0.566666667,0.433333333,None,Rahm,Rahm,No,Chuy
C27026,0.064085455,0.85847795,0.052069437,0.006675568,0.018691591,206,0.427184466,0.218446602,0.067961165,0.237864078,0.048543689,215,0.51627907,0.48372093,307,0.654723127,0.345276873,None,Rahm,Rahm,No,Chuy
C27033,0.475352121,0.387323934,0.056338041,0.051643185,0.029342719,162,0.49382716,0.043209877,0.092592593,0.339506173,0.030864198,233,0.69527897,0.30472103,303,0.541254125,0.458745875,None,Rahm,Rahm,No,Chuy
C27036,0.202416937,0.647532687,0.103726112,0.024169183,0.022155081,142,0.457746479,0.211267606,0.077464789,0.225352113,0.028169014,177,0.553672316,0.446327684,273,0.611721612,0.388278388,None,Rahm,Rahm,No,Chuy
C27040,0.486719394,0.23833442,0.223259168,0.027997135,0.023689883,230,0.452173913,0.117391304,0.047826087,0.365217391,0.017391304,297,0.599326599,0.400673401,384,0.473958333,0.526041667,None,Rahm,Rahm,No,Chuy
C27043,0.073869912,0.826901862,0.056229331,0.027563393,0.015435502,158,0.367088608,0.208860759,0.151898734,0.246835443,0.025316456,177,0.525423729,0.474576271,331,0.586102719,0.413897281,None,Rahm,Rahm,No,Chuy
C28004,0.4558424,0.082201086,0.069972831,0.363451075,0.028532608,138,0.471014493,0.043478261,0.173913043,0.304347826,0.007246377,183,0.62295082,0.37704918,217,0.396313364,0.603686636,None,Rahm,Rahm,No,Chuy
C28010,0.328036319,0.471623143,0.060726453,0.105561873,0.034052213,200,0.47,0.06,0.205,0.26,0.005,235,0.638297872,0.361702128,381,0.514435696,0.485564304,None,Rahm,Rahm,No,Chuy
C28027,0.559379203,0.055330642,0.079622135,0.278002703,0.027665317,180,0.45,0.05,0.127777778,0.361111111,0.011111111,243,0.621399177,0.378600823,306,0.362745098,0.637254902,None,Rahm,Rahm,No,Chuy
C28036,0.003442344,0.974182438,0.012048194,4.30E-10,0.010327023,127,0.448818898,0.181102362,0.039370079,0.25984252,0.070866142,142,0.570422535,0.429577465,219,0.643835616,0.356164384,None,Rahm,Rahm,No,Chuy
C28041,0.008744044,0.953100152,0.028616855,0.000794912,0.008744037,140,0.407142857,0.264285714,0.021428571,0.271428571,0.035714286,165,0.515151515,0.484848485,252,0.694444444,0.305555556,None,Rahm,Rahm,No,Chuy
C29001,0.424242414,0.27272726,0.252813874,0.030303034,0.019913419,342,0.415204678,0.064327485,0.105263158,0.403508772,0.011695906,397,0.546599496,0.453400504,406,0.52955665,0.47044335,None,Rahm,Rahm,No,Chuy
C29007,0.157047152,0.638858342,0.16263781,0.030826774,0.010629922,248,0.439516129,0.157258065,0.080645161,0.290322581,0.032258065,300,0.63,0.37,351,0.586894587,0.413105413,None,Rahm,Rahm,No,Chuy
C29009,0.509712513,0.209790208,0.248640246,0.017094015,0.014763018,349,0.401146132,0.074498567,0.100286533,0.389684814,0.034383954,375,0.509333333,0.490666667,357,0.523809524,0.476190476,None,Rahm,Rahm,No,Chuy
C29010,0.435711083,0.357499806,0.152463164,0.040306346,0.0140196,385,0.436363636,0.109090909,0.096103896,0.335064935,0.023376623,448,0.587053571,0.412946429,432,0.548611111,0.451388889,None,Rahm,Rahm,No,Chuy
C29012,0.040956119,0.817030257,0.130707061,0.002766287,0.008540276,286,0.41958042,0.230769231,0.048951049,0.241258741,0.059440559,359,0.601671309,0.398328691,461,0.657266811,0.342733189,None,Rahm,Rahm,No,Chuy
C29026,0.09125475,0.845057039,0.040874521,0.004752852,0.018060838,268,0.410447761,0.21641791,0.048507463,0.253731343,0.070895522,302,0.569536424,0.430463576,390,0.656410256,0.343589744,None,Rahm,Rahm,No,Chuy
C29029,0.63973504,0.011533353,0.300818737,0.036379518,0.011533352,223,0.488789238,0.02690583,0.107623318,0.376681614,0,297,0.555555556,0.444444444,258,0.534883721,0.465116279,None,Rahm,Rahm,No,Chuy
C29030,0.353669299,0.301503076,0.308576518,0.0265252,0.009725907,335,0.474626866,0.119402985,0.056716418,0.334328358,0.014925373,393,0.577608142,0.422391858,419,0.708830549,0.291169451,None,Rahm,Rahm,No,Chuy
C29031,0.718318294,0.012012012,0.229429449,0.02582583,0.014414416,223,0.493273543,0.01793722,0.170403587,0.304932735,0.013452915,286,0.573426573,0.426573427,234,0.47008547,0.52991453,None,Rahm,Rahm,No,Chuy
C29034,0.131249996,0.431249999,0.361458337,0.067708335,0.008333334,162,0.407407407,0.166666667,0.092592593,0.296296296,0.037037037,200,0.56,0.44,231,0.575757576,0.424242424,None,Rahm,Rahm,No,Chuy
C30015,0.612590755,0.021791774,0.279661053,0.050847465,0.035108952,226,0.477876106,0.03539823,0.10619469,0.376106195,0.004424779,289,0.615916955,0.384083045,303,0.415841584,0.584158416,None,Rahm,Rahm,No,Chuy
C32015,0.83623959,0.018195602,0.096285055,0.028051552,0.021228202,197,0.487309645,0.045685279,0.086294416,0.38071066,0,264,0.621212121,0.378787879,309,0.501618123,0.498381877,None,Rahm,Rahm,No,Chuy
C32021,0.821766554,0.012618295,0.099369089,0.048895904,0.017350158,246,0.495934959,0.008130081,0.081300813,0.394308943,0.020325203,331,0.652567976,0.347432024,369,0.495934959,0.504065041,None,Rahm,Rahm,No,Chuy
C32025,0.793235968,0.008455036,0.146041507,0.031514222,0.020753268,185,0.497297297,0.010810811,0.086486486,0.4,0.005405405,261,0.620689655,0.379310345,301,0.438538206,0.561461794,None,Rahm,Rahm,No,Chuy
C32042,0.785219399,0.023094683,0.123171675,0.043110087,0.025404157,183,0.49726776,0.021857923,0.098360656,0.371584699,0.010928962,264,0.640151515,0.359848485,322,0.47515528,0.52484472,None,Rahm,Rahm,No,Chuy
C33008,0.594711027,0.023370229,0.286592806,0.072570715,0.022755223,463,0.44924406,0.025917927,0.07775378,0.438444924,0.008639309,478,0.535564854,0.464435146,554,0.474729242,0.525270758,None,Rahm,Rahm,No,Chuy
C33009,0.422069805,0.025561099,0.459476335,0.062967575,0.029925186,296,0.476351351,0.02027027,0.050675676,0.442567568,0.010135135,351,0.527065527,0.472934473,439,0.44191344,0.55808656,None,Rahm,Rahm,No,Chuy
C33024,0.807424609,0.017788089,0.111368906,0.044856911,0.018561484,490,0.453061224,0.030612245,0.087755102,0.42244898,0.006122449,545,0.598165138,0.401834862,559,0.445438283,0.554561717,None,Rahm,Rahm,No,Chuy
C34001,0.001083424,0.970747563,0.013001082,0.001083424,0.014084507,304,0.476973684,0.174342105,0.032894737,0.266447368,0.049342105,318,0.594339623,0.405660377,417,0.697841727,0.302158273,None,Rahm,Rahm,No,Chuy
C34004,0.001988072,0.983101385,0.000994039,0,0.013916504,205,0.434146341,0.234146341,0.014634146,0.258536585,0.058536585,222,0.594594595,0.405405405,312,0.737179487,0.262820513,None,Rahm,Rahm,No,Chuy
C34005,0.001254705,0.98117942,0.010037643,0,0.007528231,229,0.471615721,0.170305677,0.052401747,0.253275109,0.052401747,253,0.640316206,0.359683794,317,0.706624606,0.293375394,None,Rahm,Rahm,No,Chuy
C34012,0.007812499,0.96763393,0.010044642,0.001116071,0.013392858,286,0.447552448,0.199300699,0.024475524,0.265734266,0.062937063,312,0.621794872,0.378205128,412,0.694174757,0.305825243,None,Rahm,Rahm,No,Chuy
C34017,0.004801081,0.978469058,0.01272896,2.60E-10,0.0040009,307,0.482084691,0.201954397,0.029315961,0.2247557,0.061889251,350,0.631428571,0.368571429,463,0.704103672,0.295896328,None,Rahm,Rahm,No,Chuy
C34034,2.13E-10,0.979857818,0.009478674,0.001184834,0.009478674,271,0.446494465,0.210332103,0.025830258,0.236162362,0.081180812,301,0.574750831,0.425249169,419,0.673031026,0.326968974,None,Rahm,Rahm,No,Chuy
C34042,0.005228759,0.959477121,0.019607844,9.00E-12,0.015686276,275,0.443636364,0.218181818,0.021818182,0.250909091,0.065454545,315,0.606349206,0.393650794,357,0.680672269,0.319327731,None,Rahm,Rahm,No,Chuy
C34046,0.003703703,0.97222222,0.016666666,0.005555555,0.001851855,178,0.5,0.202247191,0.050561798,0.219101124,0.028089888,190,0.610526316,0.389473684,254,0.641732283,0.358267717,None,Rahm,Rahm,No,Chuy
C34049,0.019543972,0.953583063,0.014657981,0,0.012214984,313,0.383386581,0.233226837,0.054313099,0.258785942,0.07028754,355,0.566197183,0.433802817,447,0.612975391,0.387024609,None,Rahm,Rahm,No,Chuy
C34051,0.019543973,0.749185735,0.206840329,0.000814332,0.023615632,305,0.459016393,0.196721311,0.042622951,0.259016393,0.042622951,317,0.58044164,0.41955836,379,0.670184697,0.329815303,None,Rahm,Rahm,No,Chuy
C34052,9.62E-10,0.983928573,0.008928571,0,0.007142855,219,0.493150685,0.150684932,0.04109589,0.264840183,0.050228311,231,0.636363636,0.363636364,307,0.628664495,0.371335505,None,Rahm,Rahm,No,Chuy
